Elapsed;Time;User Path;Virtual User ID;Parent;Element;Response time;Success;Population;Zone;CustumValue
21504;2020-09-30T20:25:35.191+02:00;"BrowseForAnimals";0-26;"Try";"Tr001_HomePage";1172;yes;"Browsers";"Default zone";""
21878;2020-09-30T20:25:35.565+02:00;"SearchAnimal";0-2;"Try";"Tr002_EnterStore";270;yes;"Searchers";"Default zone";""
23207;2020-09-30T20:25:36.894+02:00;"BrowseForAnimals";0-24;"Try";"Tr004_SelectProductID";132;yes;"Browsers";"Default zone";"FI-FW-01;200"
23411;2020-09-30T20:25:37.098+02:00;"BrowseForAnimals";0-25;"Try";"Tr004_SelectProductID";121;yes;"Browsers";"Default zone";"FL-DLH-02;200"
24817;2020-09-30T20:25:38.504+02:00;"BrowseForAnimals";0-26;"Try";"Tr002_EnterStore";299;yes;"Browsers";"Default zone";""
24872;2020-09-30T20:25:38.559+02:00;"SearchAnimal";0-3;"Try";"Tr003_Search";150;yes;"Searchers";"Default zone";"Reptiles;200"
24873;2020-09-30T20:25:38.560+02:00;"SearchAnimal";0-0;"Try";"Tr004_SelectAnimal";112;yes;"Searchers";"Default zone";"FI-FW-01;200"
25340;2020-09-30T20:25:39.027+02:00;"SearchAnimal";0-1;"Try";"Tr006_BackHome";71;yes;"Searchers";"Default zone";""
25401;2020-09-30T20:25:39.088+02:00;"SearchAnimal";0-2;"Try";"Tr003_Search";162;yes;"Searchers";"Default zone";"Snake;200"
25790;2020-09-30T20:25:39.477+02:00;"BrowseForAnimals";0-25;"Try";"Tr005_ViewAnimal";124;yes;"Browsers";"Default zone";"EST-17;200"
25842;2020-09-30T20:25:39.529+02:00;"SearchAnimal";0-5;"Try";"Tr001_HomePage";524;yes;"Searchers";"Default zone";""
26544;2020-09-30T20:25:40.231+02:00;"BrowseForAnimals";0-24;"Try";"Tr005_ViewAnimal";169;yes;"Browsers";"Default zone";"EST-4;200"
27072;2020-09-30T20:25:40.759+02:00;"SearchAnimal";0-4;"Try";"Tr002_EnterStore";518;yes;"Searchers";"Default zone";""
28497;2020-09-30T20:25:42.184+02:00;"BrowseForAnimals";0-25;"Try";"Tr006_BackHome";61;yes;"Browsers";"Default zone";""
28641;2020-09-30T20:25:42.328+02:00;"BrowseForAnimals";0-26;"Try";"Tr003_Browse";80;yes;"Browsers";"Default zone";"Dogs;200"
29958;2020-09-30T20:25:43.645+02:00;"SearchAnimal";0-2;"Try";"Tr004_SelectAnimal";113;yes;"Searchers";"Default zone";"RP-SN-01;200"
30181;2020-09-30T20:25:43.868+02:00;"SearchAnimal";0-3;"Try";"Tr004_SelectAnimal";367;yes;"Searchers";"Default zone";"RP-LI-02;200"
30272;2020-09-30T20:25:43.959+02:00;"SearchAnimal";0-0;"Try";"Tr005_SeeDetails";93;yes;"Searchers";"Default zone";"EST-5;200"
30960;2020-09-30T20:25:44.647+02:00;"SearchAnimal";0-6;"Try";"Tr001_HomePage";642;yes;"Searchers";"Default zone";""
30961;2020-09-30T20:25:44.648+02:00;"BrowseForAnimals";0-27;"Try";"Tr001_HomePage";632;yes;"Browsers";"Default zone";""
32201;2020-09-30T20:25:45.888+02:00;"BrowseForAnimals";0-24;"Try";"Tr006_BackHome";253;yes;"Browsers";"Default zone";""
32417;2020-09-30T20:25:46.104+02:00;"SearchAnimal";0-5;"Try";"Tr002_EnterStore";592;yes;"Searchers";"Default zone";""
32913;2020-09-30T20:25:46.600+02:00;"SearchAnimal";0-4;"Try";"Tr003_Search";365;yes;"Searchers";"Default zone";"Dog;200"
33299;2020-09-30T20:25:46.986+02:00;"SearchAnimal";0-6;"Try";"Tr002_EnterStore";258;yes;"Searchers";"Default zone";""
33463;2020-09-30T20:25:47.150+02:00;"BrowseForAnimals";0-27;"Try";"Tr002_EnterStore";282;yes;"Browsers";"Default zone";""
33976;2020-09-30T20:25:47.663+02:00;"SearchAnimal";0-3;"Try";"Tr005_SeeDetails";69;yes;"Searchers";"Default zone";"EST-13;200"
34396;2020-09-30T20:25:48.083+02:00;"SearchAnimal";0-2;"Try";"Tr005_SeeDetails";69;yes;"Searchers";"Default zone";"EST-11;200"
34607;2020-09-30T20:25:48.294+02:00;"BrowseForAnimals";0-26;"Try";"Tr004_SelectProductID";328;yes;"Browsers";"Default zone";"K9-BD-01;200"
34656;2020-09-30T20:25:48.343+02:00;"SearchAnimal";0-5;"Try";"Tr003_Search";161;yes;"Searchers";"Default zone";"Bird;200"
35085;2020-09-30T20:25:48.772+02:00;"SearchAnimal";0-4;"Try";"Tr004_SelectAnimal";125;yes;"Searchers";"Default zone";"K9-BD-01;200"
35554;2020-09-30T20:25:49.241+02:00;"SearchAnimal";0-6;"Try";"Tr003_Search";192;yes;"Searchers";"Default zone";"Koi;200"
35627;2020-09-30T20:25:49.314+02:00;"BrowseForAnimals";0-27;"Try";"Tr003_Browse";68;yes;"Browsers";"Default zone";"Reptiles;200"
35830;2020-09-30T20:25:49.517+02:00;"SearchAnimal";0-7;"Try";"Tr001_HomePage";517;yes;"Searchers";"Default zone";""
36528;2020-09-30T20:25:50.215+02:00;"SearchAnimal";0-0;"Try";"Tr006_BackHome";279;yes;"Searchers";"Default zone";""
37364;2020-09-30T20:25:51.051+02:00;"SearchAnimal";0-4;"Try";"Tr005_SeeDetails";73;yes;"Searchers";"Default zone";"EST-7;200"
38830;2020-09-30T20:25:52.517+02:00;"SearchAnimal";0-7;"Try";"Tr002_EnterStore";279;yes;"Searchers";"Default zone";""
38927;2020-09-30T20:25:52.614+02:00;"SearchAnimal";0-2;"Try";"Tr006_BackHome";59;yes;"Searchers";"Default zone";""
38969;2020-09-30T20:25:52.656+02:00;"SearchAnimal";0-3;"Try";"Tr006_BackHome";66;yes;"Searchers";"Default zone";""
39219;2020-09-30T20:25:52.906+02:00;"SearchAnimal";0-5;"Try";"Tr004_SelectAnimal";125;yes;"Searchers";"Default zone";"AV-CB-01;200"
40396;2020-09-30T20:25:54.083+02:00;"BrowseForAnimals";0-27;"Try";"Tr004_SelectProductID";132;yes;"Browsers";"Default zone";"RP-LI-02;200"
40614;2020-09-30T20:25:54.301+02:00;"BrowseForAnimals";0-26;"Try";"Tr005_ViewAnimal";416;yes;"Browsers";"Default zone";"EST-6;200"
40920;2020-09-30T20:25:54.607+02:00;"SearchAnimal";0-8;"Try";"Tr001_HomePage";606;yes;"Searchers";"Default zone";""
40921;2020-09-30T20:25:54.608+02:00;"BrowseForAnimals";0-28;"Try";"Tr001_HomePage";592;yes;"Browsers";"Default zone";""
40948;2020-09-30T20:25:54.635+02:00;"SearchAnimal";0-6;"Try";"Tr004_SelectAnimal";404;yes;"Searchers";"Default zone";"FI-FW-01;200"
42517;2020-09-30T20:25:56.204+02:00;"SearchAnimal";0-4;"Try";"Tr006_BackHome";125;yes;"Searchers";"Default zone";""
42748;2020-09-30T20:25:56.435+02:00;"BrowseForAnimals";0-27;"Try";"Tr005_ViewAnimal";138;yes;"Browsers";"Default zone";"EST-13;200"
43323;2020-09-30T20:25:57.010+02:00;"SearchAnimal";0-5;"Try";"Tr005_SeeDetails";62;yes;"Searchers";"Default zone";"EST-18;200"
43782;2020-09-30T20:25:57.469+02:00;"SearchAnimal";0-7;"Try";"Tr003_Search";177;yes;"Searchers";"Default zone";"Goldfish;200"
43964;2020-09-30T20:25:57.651+02:00;"BrowseForAnimals";0-28;"Try";"Tr002_EnterStore";285;yes;"Browsers";"Default zone";""
45045;2020-09-30T20:25:58.732+02:00;"SearchAnimal";0-8;"Try";"Tr002_EnterStore";442;yes;"Searchers";"Default zone";""
45868;2020-09-30T20:25:59.555+02:00;"SearchAnimal";0-9;"Try";"Tr001_HomePage";556;yes;"Searchers";"Default zone";""
46411;2020-09-30T20:26:00.098+02:00;"SearchAnimal";0-6;"Try";"Tr005_SeeDetails";244;yes;"Searchers";"Default zone";"EST-5;200"
46414;2020-09-30T20:26:00.101+02:00;"BrowseForAnimals";0-26;"Try";"Tr006_BackHome";288;yes;"Browsers";"Default zone";""
46639;2020-09-30T20:26:00.326+02:00;"SearchAnimal";0-5;"Try";"Tr006_BackHome";59;yes;"Searchers";"Default zone";""
46932;2020-09-30T20:26:00.619+02:00;"BrowseForAnimals";0-28;"Try";"Tr003_Browse";62;yes;"Browsers";"Default zone";"Birds;200"
47160;2020-09-30T20:26:00.847+02:00;"BrowseForAnimals";0-27;"Try";"Tr006_BackHome";70;yes;"Browsers";"Default zone";""
47759;2020-09-30T20:26:01.446+02:00;"SearchAnimal";0-8;"Try";"Tr003_Search";169;yes;"Searchers";"Default zone";"Tiger;200"
50019;2020-09-30T20:26:03.706+02:00;"SearchAnimal";0-7;"Try";"Tr004_SelectAnimal";317;yes;"Searchers";"Default zone";"FI-FW-02;200"
50069;2020-09-30T20:26:03.756+02:00;"SearchAnimal";0-9;"Try";"Tr002_EnterStore";236;yes;"Searchers";"Default zone";""
50882;2020-09-30T20:26:04.569+02:00;"SearchAnimal";0-10;"Try";"Tr001_HomePage";568;yes;"Searchers";"Default zone";""
50887;2020-09-30T20:26:04.574+02:00;"BrowseForAnimals";0-29;"Try";"Tr001_HomePage";559;yes;"Browsers";"Default zone";""
51842;2020-09-30T20:26:05.529+02:00;"SearchAnimal";0-8;"Try";"Tr004_SelectAnimal";156;yes;"Searchers";"Default zone";"FI-SW-02;200"
52392;2020-09-30T20:26:06.079+02:00;"SearchAnimal";0-6;"Try";"Tr006_BackHome";302;yes;"Searchers";"Default zone";""
53205;2020-09-30T20:26:06.892+02:00;"BrowseForAnimals";0-28;"Try";"Tr004_SelectProductID";294;yes;"Browsers";"Default zone";"AV-CB-01;200"
54236;2020-09-30T20:26:07.923+02:00;"SearchAnimal";0-7;"Try";"Tr005_SeeDetails";67;yes;"Searchers";"Default zone";"EST-21;200"
54287;2020-09-30T20:26:07.974+02:00;"SearchAnimal";0-8;"Try";"Tr005_SeeDetails";68;yes;"Searchers";"Default zone";"EST-3;200"
55034;2020-09-30T20:26:08.721+02:00;"SearchAnimal";0-9;"Try";"Tr003_Search";121;yes;"Searchers";"Default zone";"Shark ;200"
55462;2020-09-30T20:26:09.149+02:00;"BrowseForAnimals";0-29;"Try";"Tr002_EnterStore";280;yes;"Browsers";"Default zone";""
55826;2020-09-30T20:26:09.513+02:00;"SearchAnimal";0-11;"Try";"Tr001_HomePage";512;yes;"Searchers";"Default zone";""
55873;2020-09-30T20:26:09.560+02:00;"SearchAnimal";0-10;"Try";"Tr002_EnterStore";286;yes;"Searchers";"Default zone";""
56909;2020-09-30T20:26:10.596+02:00;"SearchAnimal";0-1;"Try";"Tr001_HomePage";589;yes;"Searchers";"Default zone";""
57534;2020-09-30T20:26:11.221+02:00;"BrowseForAnimals";0-28;"Try";"Tr005_ViewAnimal";139;yes;"Browsers";"Default zone";"EST-18;200"
58243;2020-09-30T20:26:11.930+02:00;"SearchAnimal";0-9;"Try";"Tr004_SelectAnimal";117;yes;"Searchers";"Default zone";"FI-SW-02;200"
59547;2020-09-30T20:26:13.234+02:00;"SearchAnimal";0-10;"Try";"Tr003_Search";144;yes;"Searchers";"Default zone";"Angel;200"
60357;2020-09-30T20:26:14.044+02:00;"SearchAnimal";0-9;"Try";"Tr005_SeeDetails";61;yes;"Searchers";"Default zone";"EST-3;200"
60427;2020-09-30T20:26:14.114+02:00;"SearchAnimal";0-8;"Try";"Tr006_BackHome";273;yes;"Searchers";"Default zone";""
60494;2020-09-30T20:26:14.181+02:00;"SearchAnimal";0-7;"Try";"Tr006_BackHome";255;yes;"Searchers";"Default zone";""
60881;2020-09-30T20:26:14.568+02:00;"SearchAnimal";0-12;"Try";"Tr001_HomePage";567;yes;"Searchers";"Default zone";""
60916;2020-09-30T20:26:14.603+02:00;"BrowseForAnimals";0-30;"Try";"Tr001_HomePage";587;yes;"Browsers";"Default zone";""
60939;2020-09-30T20:26:14.626+02:00;"SearchAnimal";0-1;"Try";"Tr002_EnterStore";306;yes;"Searchers";"Default zone";""
61739;2020-09-30T20:26:15.426+02:00;"BrowseForAnimals";0-29;"Try";"Tr003_Browse";290;no;"Browsers";"Default zone";"Snakes;500"
62044;2020-09-30T20:26:15.731+02:00;"BrowseForAnimals";0-28;"Try";"Tr006_BackHome";62;yes;"Browsers";"Default zone";""
62098;2020-09-30T20:26:15.785+02:00;"SearchAnimal";0-11;"Try";"Tr002_EnterStore";750;yes;"Searchers";"Default zone";""
62954;2020-09-30T20:26:16.641+02:00;"SearchAnimal";0-10;"Try";"Tr004_SelectAnimal";134;yes;"Searchers";"Default zone";"FI-SW-01;200"
63453;2020-09-30T20:26:17.140+02:00;"BrowseForAnimals";0-29;"Try";"Tr001_HomePage";1710;yes;"Browsers";"Default zone";""
64311;2020-09-30T20:26:17.998+02:00;"SearchAnimal";0-11;"Try";"Tr003_Search";140;yes;"Searchers";"Default zone";"Iguana;200"
65737;2020-09-30T20:26:19.424+02:00;"SearchAnimal";0-9;"Try";"Tr006_BackHome";240;yes;"Searchers";"Default zone";""
65939;2020-09-30T20:26:19.626+02:00;"SearchAnimal";0-13;"Try";"Tr001_HomePage";626;yes;"Searchers";"Default zone";""
66489;2020-09-30T20:26:20.176+02:00;"SearchAnimal";0-12;"Try";"Tr002_EnterStore";662;yes;"Searchers";"Default zone";""
66734;2020-09-30T20:26:20.421+02:00;"SearchAnimal";0-1;"Try";"Tr003_Search";661;yes;"Searchers";"Default zone";"Parrot;200"
67267;2020-09-30T20:26:20.954+02:00;"BrowseForAnimals";0-30;"Try";"Tr002_EnterStore";624;yes;"Browsers";"Default zone";""
67669;2020-09-30T20:26:21.356+02:00;"BrowseForAnimals";0-24;"Try";"Tr001_HomePage";573;yes;"Browsers";"Default zone";""
67942;2020-09-30T20:26:21.629+02:00;"BrowseForAnimals";0-25;"Try";"Tr001_HomePage";610;yes;"Browsers";"Default zone";""
68389;2020-09-30T20:26:22.076+02:00;"SearchAnimal";0-10;"Try";"Tr005_SeeDetails";286;yes;"Searchers";"Default zone";"EST-2;200"
68673;2020-09-30T20:26:22.360+02:00;"SearchAnimal";0-12;"Try";"Tr003_Search";165;yes;"Searchers";"Default zone";"Poodle;200"
69536;2020-09-30T20:26:23.223+02:00;"BrowseForAnimals";0-29;"Try";"Tr002_EnterStore";637;yes;"Browsers";"Default zone";""
70289;2020-09-30T20:26:23.976+02:00;"SearchAnimal";0-1;"Try";"Tr004_SelectAnimal";142;yes;"Searchers";"Default zone";"AV-CB-01;200"
70316;2020-09-30T20:26:24.003+02:00;"SearchAnimal";0-13;"Try";"Tr002_EnterStore";320;yes;"Searchers";"Default zone";""
70433;2020-09-30T20:26:24.120+02:00;"BrowseForAnimals";0-30;"Try";"Tr003_Browse";69;yes;"Browsers";"Default zone";"Cats;200"
70460;2020-09-30T20:26:24.147+02:00;"SearchAnimal";0-2;"Try";"Tr001_HomePage";1089;yes;"Searchers";"Default zone";""
70489;2020-09-30T20:26:24.176+02:00;"BrowseForAnimals";0-25;"Try";"Tr002_EnterStore";312;yes;"Browsers";"Default zone";""
70535;2020-09-30T20:26:24.222+02:00;"SearchAnimal";0-11;"Try";"Tr004_SelectAnimal";438;yes;"Searchers";"Default zone";"RP-LI-02;200"
71467;2020-09-30T20:26:25.154+02:00;"SearchAnimal";0-14;"Try";"Tr001_HomePage";1156;yes;"Searchers";"Default zone";""
71595;2020-09-30T20:26:25.282+02:00;"BrowseForAnimals";0-31;"Try";"Tr001_HomePage";1267;yes;"Browsers";"Default zone";""
72177;2020-09-30T20:26:25.864+02:00;"SearchAnimal";0-10;"Try";"Tr006_BackHome";59;yes;"Searchers";"Default zone";""
72725;2020-09-30T20:26:26.412+02:00;"SearchAnimal";0-1;"Try";"Tr005_SeeDetails";73;yes;"Searchers";"Default zone";"EST-18;200"
72787;2020-09-30T20:26:26.474+02:00;"BrowseForAnimals";0-29;"Try";"Tr003_Browse";67;yes;"Browsers";"Default zone";"Fish;200"
72892;2020-09-30T20:26:26.579+02:00;"BrowseForAnimals";0-26;"Try";"Tr001_HomePage";563;yes;"Browsers";"Default zone";""
73232;2020-09-30T20:26:26.919+02:00;"BrowseForAnimals";0-24;"Try";"Tr002_EnterStore";582;yes;"Browsers";"Default zone";""
73439;2020-09-30T20:26:27.126+02:00;"BrowseForAnimals";0-30;"Try";"Tr004_SelectProductID";122;yes;"Browsers";"Default zone";"FL-DLH-02;200"
73591;2020-09-30T20:26:27.278+02:00;"SearchAnimal";0-12;"Try";"Tr004_SelectAnimal";133;yes;"Searchers";"Default zone";"K9-PO-02;200"
74206;2020-09-30T20:26:27.893+02:00;"SearchAnimal";0-13;"Try";"Tr003_Search";151;yes;"Searchers";"Default zone";"Dalmation;200"
74380;2020-09-30T20:26:28.067+02:00;"SearchAnimal";0-11;"Try";"Tr005_SeeDetails";68;yes;"Searchers";"Default zone";"EST-13;200"
74852;2020-09-30T20:26:28.539+02:00;"BrowseForAnimals";0-25;"Try";"Tr003_Browse";71;yes;"Browsers";"Default zone";"Dogs;200"
74926;2020-09-30T20:26:28.613+02:00;"SearchAnimal";0-3;"Try";"Tr001_HomePage";607;yes;"Searchers";"Default zone";""
75049;2020-09-30T20:26:28.736+02:00;"SearchAnimal";0-1;"Try";"Tr006_BackHome";68;yes;"Searchers";"Default zone";""
75210;2020-09-30T20:26:28.897+02:00;"SearchAnimal";0-0;"Try";"Tr001_HomePage";670;yes;"Searchers";"Default zone";""
75727;2020-09-30T20:26:29.414+02:00;"SearchAnimal";0-14;"Try";"Tr002_EnterStore";307;yes;"Searchers";"Default zone";""
75901;2020-09-30T20:26:29.588+02:00;"BrowseForAnimals";0-31;"Try";"Tr002_EnterStore";271;yes;"Browsers";"Default zone";""
75920;2020-09-30T20:26:29.607+02:00;"SearchAnimal";0-15;"Try";"Tr001_HomePage";606;yes;"Searchers";"Default zone";""
76276;2020-09-30T20:26:29.963+02:00;"BrowseForAnimals";0-24;"Try";"Tr003_Browse";61;yes;"Browsers";"Default zone";"Reptiles;200"
76518;2020-09-30T20:26:30.205+02:00;"BrowseForAnimals";0-26;"Try";"Tr002_EnterStore";259;yes;"Browsers";"Default zone";""
76795;2020-09-30T20:26:30.482+02:00;"SearchAnimal";0-2;"Try";"Tr002_EnterStore";592;yes;"Searchers";"Default zone";""
78164;2020-09-30T20:26:31.851+02:00;"BrowseForAnimals";0-30;"Try";"Tr005_ViewAnimal";135;yes;"Browsers";"Default zone";"EST-17;200"
78167;2020-09-30T20:26:31.854+02:00;"SearchAnimal";0-4;"Try";"Tr001_HomePage";853;yes;"Searchers";"Default zone";""
78259;2020-09-30T20:26:31.946+02:00;"BrowseForAnimals";0-25;"Try";"Tr004_SelectProductID";134;yes;"Browsers";"Default zone";"K9-BD-01;200"
78284;2020-09-30T20:26:31.971+02:00;"BrowseForAnimals";0-29;"Try";"Tr004_SelectProductID";313;yes;"Browsers";"Default zone";"FI-FW-01;200"
78625;2020-09-30T20:26:32.312+02:00;"SearchAnimal";0-0;"Try";"Tr002_EnterStore";296;yes;"Searchers";"Default zone";""
78797;2020-09-30T20:26:32.484+02:00;"SearchAnimal";0-13;"Try";"Tr004_SelectAnimal";132;yes;"Searchers";"Default zone";"K9-DL-01;200"
78961;2020-09-30T20:26:32.648+02:00;"SearchAnimal";0-15;"Try";"Tr002_EnterStore";273;yes;"Searchers";"Default zone";""
79186;2020-09-30T20:26:32.873+02:00;"SearchAnimal";0-12;"Try";"Tr005_SeeDetails";284;yes;"Searchers";"Default zone";"EST-8;200"
80330;2020-09-30T20:26:34.017+02:00;"SearchAnimal";0-11;"Try";"Tr006_BackHome";261;yes;"Searchers";"Default zone";""
80768;2020-09-30T20:26:34.455+02:00;"SearchAnimal";0-14;"Try";"Tr003_Search";246;yes;"Searchers";"Default zone";"Gorilla;200"
80833;2020-09-30T20:26:34.520+02:00;"SearchAnimal";0-16;"Try";"Tr001_HomePage";520;yes;"Searchers";"Default zone";""
80840;2020-09-30T20:26:34.527+02:00;"BrowseForAnimals";0-32;"Try";"Tr001_HomePage";515;yes;"Browsers";"Default zone";""
80880;2020-09-30T20:26:34.567+02:00;"SearchAnimal";0-3;"Try";"Tr002_EnterStore";470;yes;"Searchers";"Default zone";""
81330;2020-09-30T20:26:35.017+02:00;"SearchAnimal";0-14;"Try";"Tr001_HomePage";559;yes;"Searchers";"Default zone";""
81392;2020-09-30T20:26:35.079+02:00;"BrowseForAnimals";0-25;"Try";"Tr005_ViewAnimal";136;yes;"Browsers";"Default zone";"EST-6;200"
81821;2020-09-30T20:26:35.508+02:00;"BrowseForAnimals";0-29;"Try";"Tr005_ViewAnimal";128;yes;"Browsers";"Default zone";"EST-4;200"
81841;2020-09-30T20:26:35.528+02:00;"BrowseForAnimals";0-24;"Try";"Tr004_SelectProductID";358;yes;"Browsers";"Default zone";"RP-LI-02;200"
81882;2020-09-30T20:26:35.569+02:00;"BrowseForAnimals";0-31;"Try";"Tr003_Browse";273;yes;"Browsers";"Default zone";"Birds;200"
81943;2020-09-30T20:26:35.630+02:00;"SearchAnimal";0-13;"Try";"Tr005_SeeDetails";77;yes;"Searchers";"Default zone";"EST-10;200"
81957;2020-09-30T20:26:35.644+02:00;"SearchAnimal";0-15;"Try";"Tr003_Search";167;yes;"Searchers";"Default zone";"Cats;200"
82043;2020-09-30T20:26:35.730+02:00;"SearchAnimal";0-4;"Try";"Tr002_EnterStore";289;yes;"Searchers";"Default zone";""
82055;2020-09-30T20:26:35.742+02:00;"SearchAnimal";0-0;"Try";"Tr003_Search";183;yes;"Searchers";"Default zone";"Monkey;200"
82380;2020-09-30T20:26:36.067+02:00;"SearchAnimal";0-12;"Try";"Tr006_BackHome";64;yes;"Searchers";"Default zone";""
82538;2020-09-30T20:26:36.225+02:00;"BrowseForAnimals";0-26;"Try";"Tr003_Browse";291;no;"Browsers";"Default zone";"Snakes;500"
82617;2020-09-30T20:26:36.304+02:00;"BrowseForAnimals";0-30;"Try";"Tr006_BackHome";73;yes;"Browsers";"Default zone";""
82739;2020-09-30T20:26:36.426+02:00;"SearchAnimal";0-0;"Try";"Tr001_HomePage";680;yes;"Searchers";"Default zone";""
82973;2020-09-30T20:26:36.660+02:00;"SearchAnimal";0-2;"Try";"Tr003_Search";366;yes;"Searchers";"Default zone";"Fish;200"
83085;2020-09-30T20:26:36.772+02:00;"BrowseForAnimals";0-26;"Try";"Tr001_HomePage";544;yes;"Browsers";"Default zone";""
83632;2020-09-30T20:26:37.319+02:00;"SearchAnimal";0-14;"Try";"Tr002_EnterStore";283;yes;"Searchers";"Default zone";""
83804;2020-09-30T20:26:37.491+02:00;"SearchAnimal";0-16;"Try";"Tr002_EnterStore";281;yes;"Searchers";"Default zone";""
83888;2020-09-30T20:26:37.575+02:00;"SearchAnimal";0-3;"Try";"Tr003_Search";176;yes;"Searchers";"Default zone";"Reptiles;200"
84509;2020-09-30T20:26:38.196+02:00;"BrowseForAnimals";0-29;"Try";"Tr006_BackHome";62;yes;"Browsers";"Default zone";""
84715;2020-09-30T20:26:38.402+02:00;"BrowseForAnimals";0-24;"Try";"Tr005_ViewAnimal";128;yes;"Browsers";"Default zone";"EST-13;200"
85354;2020-09-30T20:26:39.041+02:00;"SearchAnimal";0-4;"Try";"Tr003_Search";140;yes;"Searchers";"Default zone";"Snake;200"
86254;2020-09-30T20:26:39.941+02:00;"SearchAnimal";0-17;"Try";"Tr001_HomePage";941;yes;"Searchers";"Default zone";""
86403;2020-09-30T20:26:40.090+02:00;"BrowseForAnimals";0-31;"Try";"Tr004_SelectProductID";317;yes;"Browsers";"Default zone";"AV-CB-01;200"
86817;2020-09-30T20:26:40.504+02:00;"SearchAnimal";0-16;"Try";"Tr003_Search";336;yes;"Searchers";"Default zone";"Dog;200"
86877;2020-09-30T20:26:40.564+02:00;"BrowseForAnimals";0-24;"Try";"Tr006_BackHome";76;yes;"Browsers";"Default zone";""
