Elapsed;Time;User Path;Virtual User ID;Parent;Element;Response time;Success;Population;Zone;CustumValue
15767;2020-10-06T15:41:53.801+02:00;"SearchAnimal";0-3;"Try";"Tr003_Search";81;yes;"Searchers";"Default zone";"Reptiles;200"
15824;2020-10-06T15:41:53.858+02:00;"SearchAnimal";0-2;"Try";"Tr002_EnterStore";176;yes;"Searchers";"Default zone";""
16150;2020-10-06T15:41:54.184+02:00;"BrowseForAnimals";0-36;"Try";"Tr004_SelectProductID";84;yes;"Browsers";"Default zone";"FL-DLH-02;200"
16201;2020-10-06T15:41:54.235+02:00;"SearchAnimal";0-0;"Try";"Tr004_SelectAnimal";73;yes;"Searchers";"Default zone";"FI-FW-01;200"
16270;2020-10-06T15:41:54.304+02:00;"SearchAnimal";0-1;"Try";"Tr005_SeeDetails";39;yes;"Searchers";"Default zone";"EST-16;200"
16849;2020-10-06T15:41:54.883+02:00;"SearchAnimal";0-4;"Try";"Tr002_EnterStore";183;yes;"Searchers";"Default zone";""
17193;2020-10-06T15:41:55.227+02:00;"SearchAnimal";0-5;"Try";"Tr001_HomePage";310;yes;"Searchers";"Default zone";""
17595;2020-10-06T15:41:55.629+02:00;"BrowseForAnimals";0-38;"Try";"Tr001_HomePage";216;yes;"Browsers";"Default zone";""
18246;2020-10-06T15:41:56.280+02:00;"SearchAnimal";0-3;"Try";"Tr004_SelectAnimal";80;yes;"Searchers";"Default zone";"RP-LI-02;200"
18354;2020-10-06T15:41:56.388+02:00;"BrowseForAnimals";0-37;"Try";"Tr004_SelectProductID";79;yes;"Browsers";"Default zone";"FI-FW-01;200"
18406;2020-10-06T15:41:56.440+02:00;"SearchAnimal";0-2;"Try";"Tr003_Search";83;yes;"Searchers";"Default zone";"Snake;200"
18673;2020-10-06T15:41:56.707+02:00;"BrowseForAnimals";0-36;"Try";"Tr005_ViewAnimal";81;yes;"Browsers";"Default zone";"EST-17;200"
19076;2020-10-06T15:41:57.110+02:00;"SearchAnimal";0-0;"Try";"Tr005_SeeDetails";38;yes;"Searchers";"Default zone";"EST-5;200"
19311;2020-10-06T15:41:57.345+02:00;"SearchAnimal";0-4;"Try";"Tr003_Search";75;yes;"Searchers";"Default zone";"Dog;200"
19626;2020-10-06T15:41:57.660+02:00;"SearchAnimal";0-1;"Try";"Tr006_BackHome";35;yes;"Searchers";"Default zone";""
20382;2020-10-06T15:41:58.416+02:00;"SearchAnimal";0-5;"Try";"Tr002_EnterStore";233;yes;"Searchers";"Default zone";""
20498;2020-10-06T15:41:58.532+02:00;"SearchAnimal";0-6;"Try";"Tr001_HomePage";282;yes;"Searchers";"Default zone";""
20573;2020-10-06T15:41:58.607+02:00;"BrowseForAnimals";0-37;"Try";"Tr005_ViewAnimal";80;yes;"Browsers";"Default zone";"EST-4;200"
21158;2020-10-06T15:41:59.192+02:00;"BrowseForAnimals";0-38;"Try";"Tr002_EnterStore";183;yes;"Browsers";"Default zone";""
21349;2020-10-06T15:41:59.383+02:00;"SearchAnimal";0-3;"Try";"Tr005_SeeDetails";39;yes;"Searchers";"Default zone";"EST-13;200"
21392;2020-10-06T15:41:59.426+02:00;"SearchAnimal";0-2;"Try";"Tr004_SelectAnimal";78;yes;"Searchers";"Default zone";"RP-SN-01;200"
21798;2020-10-06T15:41:59.832+02:00;"SearchAnimal";0-0;"Try";"Tr006_BackHome";41;yes;"Searchers";"Default zone";""
21895;2020-10-06T15:41:59.929+02:00;"BrowseForAnimals";0-36;"Try";"Tr006_BackHome";40;yes;"Browsers";"Default zone";""
22450;2020-10-06T15:42:00.484+02:00;"SearchAnimal";0-4;"Try";"Tr004_SelectAnimal";73;yes;"Searchers";"Default zone";"K9-BD-01;200"
23523;2020-10-06T15:42:01.557+02:00;"SearchAnimal";0-6;"Try";"Tr002_EnterStore";186;yes;"Searchers";"Default zone";""
23576;2020-10-06T15:42:01.610+02:00;"SearchAnimal";0-2;"Try";"Tr005_SeeDetails";40;yes;"Searchers";"Default zone";"EST-11;200"
23803;2020-10-06T15:42:01.837+02:00;"SearchAnimal";0-7;"Try";"Tr001_HomePage";257;yes;"Searchers";"Default zone";""
23959;2020-10-06T15:42:01.993+02:00;"SearchAnimal";0-5;"Try";"Tr003_Search";79;yes;"Searchers";"Default zone";"Bird;200"
24572;2020-10-06T15:42:02.606+02:00;"BrowseForAnimals";0-37;"Try";"Tr006_BackHome";39;yes;"Browsers";"Default zone";""
24786;2020-10-06T15:42:02.820+02:00;"SearchAnimal";0-3;"Try";"Tr006_BackHome";40;yes;"Searchers";"Default zone";""
25080;2020-10-06T15:42:03.114+02:00;"BrowseForAnimals";0-38;"Try";"Tr003_Browse";39;yes;"Browsers";"Default zone";"Dogs;200"
25819;2020-10-06T15:42:03.853+02:00;"SearchAnimal";0-2;"Try";"Tr006_BackHome";39;yes;"Searchers";"Default zone";""
26138;2020-10-06T15:42:04.172+02:00;"SearchAnimal";0-6;"Try";"Tr003_Search";99;yes;"Searchers";"Default zone";"Koi;200"
26156;2020-10-06T15:42:04.190+02:00;"BrowseForAnimals";0-39;"Try";"Tr001_HomePage";208;yes;"Browsers";"Default zone";""
26440;2020-10-06T15:42:04.474+02:00;"SearchAnimal";0-4;"Try";"Tr005_SeeDetails";37;yes;"Searchers";"Default zone";"EST-6;200"
26984;2020-10-06T15:42:05.018+02:00;"SearchAnimal";0-7;"Try";"Tr002_EnterStore";178;yes;"Searchers";"Default zone";""
27222;2020-10-06T15:42:05.256+02:00;"SearchAnimal";0-8;"Try";"Tr001_HomePage";343;yes;"Searchers";"Default zone";""
27782;2020-10-06T15:42:05.816+02:00;"SearchAnimal";0-5;"Try";"Tr004_SelectAnimal";72;yes;"Searchers";"Default zone";"AV-CB-01;200"
29475;2020-10-06T15:42:07.509+02:00;"SearchAnimal";0-4;"Try";"Tr006_BackHome";605;yes;"Searchers";"Default zone";""
29512;2020-10-06T15:42:07.546+02:00;"BrowseForAnimals";0-38;"Try";"Tr004_SelectProductID";1192;yes;"Browsers";"Default zone";"K9-BD-01;200"
29629;2020-10-06T15:42:07.663+02:00;"BrowseForAnimals";0-39;"Try";"Tr002_EnterStore";1363;yes;"Browsers";"Default zone";""
29965;2020-10-06T15:42:07.999+02:00;"SearchAnimal";0-6;"Try";"Tr004_SelectAnimal";78;yes;"Searchers";"Default zone";"FI-FW-01;200"
29984;2020-10-06T15:42:08.018+02:00;"SearchAnimal";0-8;"Try";"Tr002_EnterStore";176;yes;"Searchers";"Default zone";""
30323;2020-10-06T15:42:08.357+02:00;"SearchAnimal";0-7;"Try";"Tr003_Search";82;yes;"Searchers";"Default zone";"Goldfish;200"
30439;2020-10-06T15:42:08.473+02:00;"SearchAnimal";0-5;"Try";"Tr005_SeeDetails";36;yes;"Searchers";"Default zone";"EST-18;200"
30489;2020-10-06T15:42:08.523+02:00;"SearchAnimal";0-9;"Try";"Tr001_HomePage";276;yes;"Searchers";"Default zone";""
31851;2020-10-06T15:42:09.885+02:00;"BrowseForAnimals";0-38;"Try";"Tr005_ViewAnimal";75;yes;"Browsers";"Default zone";"EST-7;200"
32981;2020-10-06T15:42:11.015+02:00;"BrowseForAnimals";0-39;"Try";"Tr003_Browse";40;yes;"Browsers";"Default zone";"Reptiles;200"
33421;2020-10-06T15:42:11.455+02:00;"SearchAnimal";0-8;"Try";"Tr003_Search";75;yes;"Searchers";"Default zone";"Tiger;200"
33643;2020-10-06T15:42:11.677+02:00;"SearchAnimal";0-6;"Try";"Tr005_SeeDetails";40;yes;"Searchers";"Default zone";"EST-4;200"
33728;2020-10-06T15:42:11.762+02:00;"SearchAnimal";0-7;"Try";"Tr004_SelectAnimal";74;yes;"Searchers";"Default zone";"FI-FW-02;200"
33828;2020-10-06T15:42:11.862+02:00;"SearchAnimal";0-10;"Try";"Tr001_HomePage";282;yes;"Searchers";"Default zone";""
34124;2020-10-06T15:42:12.158+02:00;"SearchAnimal";0-9;"Try";"Tr002_EnterStore";185;yes;"Searchers";"Default zone";""
34340;2020-10-06T15:42:12.374+02:00;"SearchAnimal";0-5;"Try";"Tr006_BackHome";36;yes;"Searchers";"Default zone";""
34729;2020-10-06T15:42:12.763+02:00;"BrowseForAnimals";0-40;"Try";"Tr001_HomePage";208;yes;"Browsers";"Default zone";""
35587;2020-10-06T15:42:13.621+02:00;"BrowseForAnimals";0-38;"Try";"Tr006_BackHome";35;yes;"Browsers";"Default zone";""
35936;2020-10-06T15:42:13.970+02:00;"SearchAnimal";0-7;"Try";"Tr005_SeeDetails";40;yes;"Searchers";"Default zone";"EST-20;200"
36399;2020-10-06T15:42:14.433+02:00;"SearchAnimal";0-6;"Try";"Tr006_BackHome";36;yes;"Searchers";"Default zone";""
36428;2020-10-06T15:42:14.462+02:00;"BrowseForAnimals";0-39;"Try";"Tr004_SelectProductID";71;yes;"Browsers";"Default zone";"RP-LI-02;200"
36569;2020-10-06T15:42:14.603+02:00;"SearchAnimal";0-10;"Try";"Tr002_EnterStore";178;yes;"Searchers";"Default zone";""
37183;2020-10-06T15:42:15.217+02:00;"SearchAnimal";0-11;"Try";"Tr001_HomePage";304;yes;"Searchers";"Default zone";""
37317;2020-10-06T15:42:15.351+02:00;"SearchAnimal";0-8;"Try";"Tr004_SelectAnimal";72;yes;"Searchers";"Default zone";"FI-SW-02;200"
38071;2020-10-06T15:42:16.105+02:00;"SearchAnimal";0-9;"Try";"Tr003_Search";88;yes;"Searchers";"Default zone";"Shark ;200"
38878;2020-10-06T15:42:16.912+02:00;"BrowseForAnimals";0-40;"Try";"Tr002_EnterStore";180;yes;"Browsers";"Default zone";""
39423;2020-10-06T15:42:17.457+02:00;"SearchAnimal";0-10;"Try";"Tr003_Search";80;yes;"Searchers";"Default zone";"Angel;200"
39431;2020-10-06T15:42:17.465+02:00;"SearchAnimal";0-8;"Try";"Tr005_SeeDetails";43;yes;"Searchers";"Default zone";"EST-3;200"
39436;2020-10-06T15:42:17.470+02:00;"BrowseForAnimals";0-39;"Try";"Tr005_ViewAnimal";80;yes;"Browsers";"Default zone";"EST-13;200"
39662;2020-10-06T15:42:17.696+02:00;"SearchAnimal";0-7;"Try";"Tr006_BackHome";37;yes;"Searchers";"Default zone";""
39794;2020-10-06T15:42:17.828+02:00;"SearchAnimal";0-11;"Try";"Tr002_EnterStore";177;yes;"Searchers";"Default zone";""
40457;2020-10-06T15:42:18.491+02:00;"SearchAnimal";0-12;"Try";"Tr001_HomePage";246;yes;"Searchers";"Default zone";""
41562;2020-10-06T15:42:19.596+02:00;"SearchAnimal";0-9;"Try";"Tr004_SelectAnimal";82;yes;"Searchers";"Default zone";"FI-SW-02;200"
41661;2020-10-06T15:42:19.695+02:00;"SearchAnimal";0-10;"Try";"Tr004_SelectAnimal";84;yes;"Searchers";"Default zone";"FI-SW-01;200"
42124;2020-10-06T15:42:20.158+02:00;"BrowseForAnimals";0-40;"Try";"Tr003_Browse";56;yes;"Browsers";"Default zone";"Birds;200"
42738;2020-10-06T15:42:20.772+02:00;"SearchAnimal";0-8;"Try";"Tr006_BackHome";34;yes;"Searchers";"Default zone";""
42868;2020-10-06T15:42:20.902+02:00;"BrowseForAnimals";0-39;"Try";"Tr006_BackHome";40;yes;"Browsers";"Default zone";""
43112;2020-10-06T15:42:21.146+02:00;"SearchAnimal";0-11;"Try";"Tr003_Search";79;yes;"Searchers";"Default zone";"Iguana;200"
43279;2020-10-06T15:42:21.313+02:00;"SearchAnimal";0-12;"Try";"Tr002_EnterStore";189;yes;"Searchers";"Default zone";""
43295;2020-10-06T15:42:21.329+02:00;"BrowseForAnimals";0-41;"Try";"Tr001_HomePage";206;yes;"Browsers";"Default zone";""
43847;2020-10-06T15:42:21.881+02:00;"SearchAnimal";0-13;"Try";"Tr001_HomePage";303;yes;"Searchers";"Default zone";""
44254;2020-10-06T15:42:22.288+02:00;"BrowseForAnimals";0-40;"Try";"Tr004_SelectProductID";77;yes;"Browsers";"Default zone";"AV-CB-01;200"
44516;2020-10-06T15:42:22.550+02:00;"SearchAnimal";0-9;"Try";"Tr005_SeeDetails";40;yes;"Searchers";"Default zone";"EST-3;200"
45522;2020-10-06T15:42:23.556+02:00;"BrowseForAnimals";0-41;"Try";"Tr002_EnterStore";176;yes;"Browsers";"Default zone";""
45601;2020-10-06T15:42:23.635+02:00;"SearchAnimal";0-10;"Try";"Tr005_SeeDetails";37;yes;"Searchers";"Default zone";"EST-1;200"
45814;2020-10-06T15:42:23.848+02:00;"SearchAnimal";0-11;"Try";"Tr004_SelectAnimal";73;yes;"Searchers";"Default zone";"RP-LI-02;200"
46388;2020-10-06T15:42:24.422+02:00;"SearchAnimal";0-12;"Try";"Tr003_Search";83;yes;"Searchers";"Default zone";"Parrot;200"
47097;2020-10-06T15:42:25.131+02:00;"BrowseForAnimals";0-40;"Try";"Tr005_ViewAnimal";108;yes;"Browsers";"Default zone";"EST-18;200"
47166;2020-10-06T15:42:25.200+02:00;"SearchAnimal";0-14;"Try";"Tr001_HomePage";287;yes;"Searchers";"Default zone";""
47545;2020-10-06T15:42:25.579+02:00;"SearchAnimal";0-13;"Try";"Tr002_EnterStore";173;yes;"Searchers";"Default zone";""
47893;2020-10-06T15:42:25.927+02:00;"SearchAnimal";0-10;"Try";"Tr006_BackHome";37;yes;"Searchers";"Default zone";""
47938;2020-10-06T15:42:25.972+02:00;"SearchAnimal";0-9;"Try";"Tr006_BackHome";38;yes;"Searchers";"Default zone";""
48155;2020-10-06T15:42:26.189+02:00;"SearchAnimal";0-11;"Try";"Tr005_SeeDetails";44;yes;"Searchers";"Default zone";"EST-13;200"
48262;2020-10-06T15:42:26.296+02:00;"BrowseForAnimals";0-41;"Try";"Tr003_Browse";40;no;"Browsers";"Default zone";"Snakes;500"
48477;2020-10-06T15:42:26.511+02:00;"BrowseForAnimals";0-41;"Try";"Tr001_HomePage";210;yes;"Browsers";"Default zone";""
48536;2020-10-06T15:42:26.570+02:00;"SearchAnimal";0-12;"Try";"Tr004_SelectAnimal";75;yes;"Searchers";"Default zone";"AV-CB-01;200"
50374;2020-10-06T15:42:28.408+02:00;"BrowseForAnimals";0-40;"Try";"Tr006_BackHome";61;yes;"Browsers";"Default zone";""
50403;2020-10-06T15:42:28.437+02:00;"SearchAnimal";0-14;"Try";"Tr002_EnterStore";201;yes;"Searchers";"Default zone";""
50444;2020-10-06T15:42:28.478+02:00;"SearchAnimal";0-15;"Try";"Tr001_HomePage";232;yes;"Searchers";"Default zone";""
50556;2020-10-06T15:42:28.590+02:00;"SearchAnimal";0-11;"Try";"Tr006_BackHome";39;yes;"Searchers";"Default zone";""
50662;2020-10-06T15:42:28.696+02:00;"BrowseForAnimals";0-41;"Try";"Tr002_EnterStore";183;yes;"Browsers";"Default zone";""
51304;2020-10-06T15:42:29.338+02:00;"SearchAnimal";0-12;"Try";"Tr005_SeeDetails";41;yes;"Searchers";"Default zone";"EST-18;200"
51357;2020-10-06T15:42:29.391+02:00;"SearchAnimal";0-13;"Try";"Tr003_Search";79;yes;"Searchers";"Default zone";"Poodle;200"
51865;2020-10-06T15:42:29.899+02:00;"BrowseForAnimals";0-42;"Try";"Tr001_HomePage";205;yes;"Browsers";"Default zone";""
52692;2020-10-06T15:42:30.726+02:00;"SearchAnimal";0-14;"Try";"Tr003_Search";87;yes;"Searchers";"Default zone";"Dalmation;200"
52720;2020-10-06T15:42:30.754+02:00;"SearchAnimal";0-15;"Try";"Tr002_EnterStore";183;yes;"Searchers";"Default zone";""
53527;2020-10-06T15:42:31.561+02:00;"BrowseForAnimals";0-41;"Try";"Tr003_Browse";66;yes;"Browsers";"Default zone";"Cats;200"
53528;2020-10-06T15:42:31.562+02:00;"SearchAnimal";0-12;"Try";"Tr006_BackHome";72;yes;"Searchers";"Default zone";""
53756;2020-10-06T15:42:31.790+02:00;"SearchAnimal";0-16;"Try";"Tr001_HomePage";212;yes;"Searchers";"Default zone";""
54127;2020-10-06T15:42:32.161+02:00;"BrowseForAnimals";0-42;"Try";"Tr002_EnterStore";173;yes;"Browsers";"Default zone";""
54806;2020-10-06T15:42:32.840+02:00;"SearchAnimal";0-15;"Try";"Tr003_Search";78;yes;"Searchers";"Default zone";"Gorilla;200"
55072;2020-10-06T15:42:33.106+02:00;"SearchAnimal";0-15;"Try";"Tr001_HomePage";264;yes;"Searchers";"Default zone";""
55387;2020-10-06T15:42:33.421+02:00;"SearchAnimal";0-13;"Try";"Tr004_SelectAnimal";71;yes;"Searchers";"Default zone";"K9-PO-02;200"
55826;2020-10-06T15:42:33.860+02:00;"BrowseForAnimals";0-41;"Try";"Tr004_SelectProductID";74;yes;"Browsers";"Default zone";"FL-DLH-02;200"
56687;2020-10-06T15:42:34.721+02:00;"SearchAnimal";0-14;"Try";"Tr004_SelectAnimal";75;yes;"Searchers";"Default zone";"K9-DL-01;200"
56822;2020-10-06T15:42:34.856+02:00;"SearchAnimal";0-16;"Try";"Tr002_EnterStore";181;yes;"Searchers";"Default zone";""
57100;2020-10-06T15:42:35.134+02:00;"SearchAnimal";0-17;"Try";"Tr001_HomePage";222;yes;"Searchers";"Default zone";""
57606;2020-10-06T15:42:35.640+02:00;"BrowseForAnimals";0-42;"Try";"Tr003_Browse";39;yes;"Browsers";"Default zone";"Fish;200"
57909;2020-10-06T15:42:35.943+02:00;"SearchAnimal";0-13;"Try";"Tr005_SeeDetails";39;yes;"Searchers";"Default zone";"EST-8;200"
57948;2020-10-06T15:42:35.982+02:00;"SearchAnimal";0-15;"Try";"Tr002_EnterStore";184;yes;"Searchers";"Default zone";""
58750;2020-10-06T15:42:36.784+02:00;"BrowseForAnimals";0-41;"Try";"Tr005_ViewAnimal";75;yes;"Browsers";"Default zone";"EST-16;200"
59578;2020-10-06T15:42:37.612+02:00;"SearchAnimal";0-17;"Try";"Tr002_EnterStore";212;yes;"Searchers";"Default zone";""
60337;2020-10-06T15:42:38.371+02:00;"SearchAnimal";0-14;"Try";"Tr005_SeeDetails";41;yes;"Searchers";"Default zone";"EST-9;200"
60400;2020-10-06T15:42:38.434+02:00;"SearchAnimal";0-15;"Try";"Tr003_Search";83;yes;"Searchers";"Default zone";"Cats;200"
60410;2020-10-06T15:42:38.444+02:00;"SearchAnimal";0-18;"Try";"Tr001_HomePage";198;yes;"Searchers";"Default zone";""
60424;2020-10-06T15:42:38.458+02:00;"SearchAnimal";0-3;"Try";"Tr001_HomePage";208;yes;"Searchers";"Default zone";""
60433;2020-10-06T15:42:38.467+02:00;"BrowseForAnimals";0-43;"Try";"Tr001_HomePage";202;yes;"Browsers";"Default zone";""
60541;2020-10-06T15:42:38.575+02:00;"BrowseForAnimals";0-42;"Try";"Tr004_SelectProductID";82;yes;"Browsers";"Default zone";"FI-FW-01;200"
60648;2020-10-06T15:42:38.682+02:00;"SearchAnimal";0-16;"Try";"Tr003_Search";75;yes;"Searchers";"Default zone";"Monkey;200"
60965;2020-10-06T15:42:38.999+02:00;"SearchAnimal";0-16;"Try";"Tr001_HomePage";316;yes;"Searchers";"Default zone";""
61597;2020-10-06T15:42:39.631+02:00;"BrowseForAnimals";0-41;"Try";"Tr006_BackHome";38;yes;"Browsers";"Default zone";""
61807;2020-10-06T15:42:39.841+02:00;"SearchAnimal";0-13;"Try";"Tr006_BackHome";37;yes;"Searchers";"Default zone";""
62088;2020-10-06T15:42:40.122+02:00;"BrowseForAnimals";0-36;"Try";"Tr001_HomePage";206;yes;"Browsers";"Default zone";""
63165;2020-10-06T15:42:41.199+02:00;"SearchAnimal";0-3;"Try";"Tr002_EnterStore";278;yes;"Searchers";"Default zone";""
63472;2020-10-06T15:42:41.506+02:00;"SearchAnimal";0-14;"Try";"Tr006_BackHome";37;yes;"Searchers";"Default zone";""
63573;2020-10-06T15:42:41.607+02:00;"BrowseForAnimals";0-43;"Try";"Tr002_EnterStore";220;yes;"Browsers";"Default zone";""
63618;2020-10-06T15:42:41.652+02:00;"SearchAnimal";0-17;"Try";"Tr003_Search";82;yes;"Searchers";"Default zone";"Fish;200"
63762;2020-10-06T15:42:41.796+02:00;"SearchAnimal";0-19;"Try";"Tr001_HomePage";216;yes;"Searchers";"Default zone";""
63902;2020-10-06T15:42:41.936+02:00;"SearchAnimal";0-18;"Try";"Tr002_EnterStore";184;yes;"Searchers";"Default zone";""
63937;2020-10-06T15:42:41.971+02:00;"SearchAnimal";0-15;"Try";"Tr004_SelectAnimal";74;yes;"Searchers";"Default zone";"FL-DLH-02;200"
64402;2020-10-06T15:42:42.436+02:00;"BrowseForAnimals";0-42;"Try";"Tr005_ViewAnimal";74;yes;"Browsers";"Default zone";"EST-5;200"
64570;2020-10-06T15:42:42.604+02:00;"SearchAnimal";0-16;"Try";"Tr002_EnterStore";188;yes;"Searchers";"Default zone";""
65729;2020-10-06T15:42:43.763+02:00;"BrowseForAnimals";0-36;"Try";"Tr002_EnterStore";177;yes;"Browsers";"Default zone";""
66222;2020-10-06T15:42:44.256+02:00;"SearchAnimal";0-18;"Try";"Tr003_Search";100;yes;"Searchers";"Default zone";"Reptiles;200"
66225;2020-10-06T15:42:44.259+02:00;"SearchAnimal";0-3;"Try";"Tr003_Search";80;yes;"Searchers";"Default zone";"Snake;200"
66478;2020-10-06T15:42:44.512+02:00;"SearchAnimal";0-15;"Try";"Tr005_SeeDetails";36;yes;"Searchers";"Default zone";"EST-17;200"
66746;2020-10-06T15:42:44.780+02:00;"SearchAnimal";0-1;"Try";"Tr001_HomePage";196;yes;"Searchers";"Default zone";""
66807;2020-10-06T15:42:44.841+02:00;"BrowseForAnimals";0-43;"Try";"Tr003_Browse";43;yes;"Browsers";"Default zone";"Dogs;200"
66824;2020-10-06T15:42:44.858+02:00;"BrowseForAnimals";0-42;"Try";"Tr006_BackHome";37;yes;"Browsers";"Default zone";""
67072;2020-10-06T15:42:45.106+02:00;"SearchAnimal";0-20;"Try";"Tr001_HomePage";193;yes;"Searchers";"Default zone";""
67222;2020-10-06T15:42:45.256+02:00;"SearchAnimal";0-17;"Try";"Tr004_SelectAnimal";77;yes;"Searchers";"Default zone";"FI-FW-01;200"
67249;2020-10-06T15:42:45.283+02:00;"SearchAnimal";0-19;"Try";"Tr002_EnterStore";181;yes;"Searchers";"Default zone";""
68292;2020-10-06T15:42:46.326+02:00;"SearchAnimal";0-16;"Try";"Tr003_Search";77;yes;"Searchers";"Default zone";"Dog;200"
68574;2020-10-06T15:42:46.608+02:00;"SearchAnimal";0-15;"Try";"Tr006_BackHome";34;yes;"Searchers";"Default zone";""
69001;2020-10-06T15:42:47.035+02:00;"BrowseForAnimals";0-44;"Try";"Tr001_HomePage";198;yes;"Browsers";"Default zone";""
69087;2020-10-06T15:42:47.121+02:00;"SearchAnimal";0-1;"Try";"Tr002_EnterStore";187;yes;"Searchers";"Default zone";""
69135;2020-10-06T15:42:47.169+02:00;"BrowseForAnimals";0-36;"Try";"Tr003_Browse";42;yes;"Browsers";"Default zone";"Reptiles;200"
69190;2020-10-06T15:42:47.224+02:00;"SearchAnimal";0-3;"Try";"Tr004_SelectAnimal";72;yes;"Searchers";"Default zone";"RP-SN-01;200"
69693;2020-10-06T15:42:47.727+02:00;"BrowseForAnimals";0-43;"Try";"Tr004_SelectProductID";85;yes;"Browsers";"Default zone";"K9-BD-01;200"
69758;2020-10-06T15:42:47.792+02:00;"SearchAnimal";0-18;"Try";"Tr004_SelectAnimal";74;yes;"Searchers";"Default zone";"RP-LI-02;200"
69924;2020-10-06T15:42:47.958+02:00;"SearchAnimal";0-17;"Try";"Tr005_SeeDetails";37;yes;"Searchers";"Default zone";"EST-5;200"
70210;2020-10-06T15:42:48.244+02:00;"SearchAnimal";0-20;"Try";"Tr002_EnterStore";226;yes;"Searchers";"Default zone";""
70424;2020-10-06T15:42:48.458+02:00;"SearchAnimal";0-21;"Try";"Tr001_HomePage";215;yes;"Searchers";"Default zone";""
71033;2020-10-06T15:42:49.067+02:00;"SearchAnimal";0-19;"Try";"Tr003_Search";78;yes;"Searchers";"Default zone";"Bird;200"
