Elapsed;Time;User Path;Virtual User ID;Parent;Element;Response time;Success;Population;Zone;CustumValue
155663;2020-09-30T19:37:58.682+02:00;"SearchAnimal";0-1;"Try";"Tr003_Search";176;yes;"Searchers";"Default zone";"Tiger;200"
155770;2020-09-30T19:37:58.789+02:00;"SearchAnimal";0-9;"Try";"Tr003_Search";159;yes;"Searchers";"Default zone";"Shark ;200"
156090;2020-09-30T19:37:59.109+02:00;"BrowseForAnimals";0-16;"Try";"Tr002_EnterStore";279;yes;"Browsers";"Default zone";""
156836;2020-09-30T19:37:59.855+02:00;"SearchAnimal";0-3;"Try";"Tr002_EnterStore";319;yes;"Searchers";"Default zone";""
157126;2020-09-30T19:38:00.145+02:00;"SearchAnimal";0-8;"Try";"Tr004_SelectAnimal";122;yes;"Searchers";"Default zone";"FI-FW-01;200"
158022;2020-09-30T19:38:01.041+02:00;"SearchAnimal";0-0;"Try";"Tr004_SelectAnimal";160;yes;"Searchers";"Default zone";"FI-FW-02;200"
158094;2020-09-30T19:38:01.113+02:00;"SearchAnimal";0-4;"Try";"Tr001_HomePage";569;yes;"Searchers";"Default zone";""
158213;2020-09-30T19:38:01.232+02:00;"BrowseForAnimals";0-13;"Try";"Tr001_HomePage";687;yes;"Browsers";"Default zone";""
160012;2020-09-30T19:38:03.031+02:00;"SearchAnimal";0-3;"Try";"Tr003_Search";143;yes;"Searchers";"Default zone";"Angel;200"
160278;2020-09-30T19:38:03.297+02:00;"BrowseForAnimals";0-16;"Try";"Tr003_Browse";68;yes;"Browsers";"Default zone";"Fish;200"
160445;2020-09-30T19:38:03.464+02:00;"SearchAnimal";0-0;"Try";"Tr005_SeeDetails";70;yes;"Searchers";"Default zone";"EST-21;200"
161629;2020-09-30T19:38:04.648+02:00;"SearchAnimal";0-1;"Try";"Tr004_SelectAnimal";325;yes;"Searchers";"Default zone";"FI-SW-02;200"
161804;2020-09-30T19:38:04.823+02:00;"SearchAnimal";0-9;"Try";"Tr004_SelectAnimal";293;yes;"Searchers";"Default zone";"FI-SW-02;200"
162150;2020-09-30T19:38:05.169+02:00;"BrowseForAnimals";0-17;"Try";"Tr001_HomePage";591;yes;"Browsers";"Default zone";""
162192;2020-09-30T19:38:05.211+02:00;"SearchAnimal";0-3;"Try";"Tr004_SelectAnimal";146;yes;"Searchers";"Default zone";"FI-SW-01;200"
162425;2020-09-30T19:38:05.444+02:00;"SearchAnimal";0-8;"Try";"Tr005_SeeDetails";240;yes;"Searchers";"Default zone";"EST-5;200"
162565;2020-09-30T19:38:05.584+02:00;"BrowseForAnimals";0-13;"Try";"Tr002_EnterStore";291;yes;"Browsers";"Default zone";""
163117;2020-09-30T19:38:06.136+02:00;"BrowseForAnimals";0-16;"Try";"Tr004_SelectProductID";134;yes;"Browsers";"Default zone";"FI-FW-01;200"
163618;2020-09-30T19:38:06.637+02:00;"SearchAnimal";0-4;"Try";"Tr002_EnterStore";486;yes;"Searchers";"Default zone";""
164675;2020-09-30T19:38:07.694+02:00;"SearchAnimal";0-9;"Try";"Tr005_SeeDetails";61;yes;"Searchers";"Default zone";"EST-3;200"
165053;2020-09-30T19:38:08.072+02:00;"SearchAnimal";0-3;"Try";"Tr005_SeeDetails";72;yes;"Searchers";"Default zone";"EST-2;200"
165242;2020-09-30T19:38:08.261+02:00;"SearchAnimal";0-0;"Try";"Tr006_BackHome";69;yes;"Searchers";"Default zone";""
165648;2020-09-30T19:38:08.667+02:00;"SearchAnimal";0-1;"Try";"Tr005_SeeDetails";74;yes;"Searchers";"Default zone";"EST-3;200"
166115;2020-09-30T19:38:09.134+02:00;"SearchAnimal";0-11;"Try";"Tr001_HomePage";594;yes;"Searchers";"Default zone";""
166123;2020-09-30T19:38:09.142+02:00;"BrowseForAnimals";0-16;"Try";"Tr005_ViewAnimal";144;yes;"Browsers";"Default zone";"EST-4;200"
166173;2020-09-30T19:38:09.192+02:00;"SearchAnimal";0-8;"Try";"Tr006_BackHome";66;yes;"Searchers";"Default zone";""
166423;2020-09-30T19:38:09.442+02:00;"BrowseForAnimals";0-17;"Try";"Tr002_EnterStore";274;yes;"Browsers";"Default zone";""
167570;2020-09-30T19:38:10.589+02:00;"SearchAnimal";0-9;"Try";"Tr006_BackHome";66;yes;"Searchers";"Default zone";""
168417;2020-09-30T19:38:11.436+02:00;"SearchAnimal";0-4;"Try";"Tr003_Search";149;yes;"Searchers";"Default zone";"Iguana;200"
168781;2020-09-30T19:38:11.800+02:00;"BrowseForAnimals";0-13;"Try";"Tr003_Browse";258;yes;"Browsers";"Default zone";"Dogs;200"
169101;2020-09-30T19:38:12.120+02:00;"BrowseForAnimals";0-14;"Try";"Tr001_HomePage";537;yes;"Browsers";"Default zone";""
169410;2020-09-30T19:38:12.429+02:00;"BrowseForAnimals";0-17;"Try";"Tr003_Browse";84;yes;"Browsers";"Default zone";"Reptiles;200"
169502;2020-09-30T19:38:12.521+02:00;"BrowseForAnimals";0-16;"Try";"Tr006_BackHome";68;yes;"Browsers";"Default zone";""
169998;2020-09-30T19:38:13.017+02:00;"SearchAnimal";0-1;"Try";"Tr006_BackHome";65;yes;"Searchers";"Default zone";""
170653;2020-09-30T19:38:13.672+02:00;"SearchAnimal";0-11;"Try";"Tr002_EnterStore";283;yes;"Searchers";"Default zone";""
170669;2020-09-30T19:38:13.688+02:00;"SearchAnimal";0-3;"Try";"Tr006_BackHome";108;yes;"Searchers";"Default zone";""
170780;2020-09-30T19:38:13.799+02:00;"SearchAnimal";0-4;"Try";"Tr004_SelectAnimal";121;yes;"Searchers";"Default zone";"RP-LI-02;200"
171155;2020-09-30T19:38:14.174+02:00;"SearchAnimal";0-6;"Try";"Tr001_HomePage";633;yes;"Searchers";"Default zone";""
173178;2020-09-30T19:38:16.197+02:00;"BrowseForAnimals";0-14;"Try";"Tr002_EnterStore";289;yes;"Browsers";"Default zone";""
173220;2020-09-30T19:38:16.239+02:00;"BrowseForAnimals";0-17;"Try";"Tr004_SelectProductID";146;yes;"Browsers";"Default zone";"RP-LI-02;200"
174188;2020-09-30T19:38:17.207+02:00;"SearchAnimal";0-4;"Try";"Tr005_SeeDetails";62;yes;"Searchers";"Default zone";"EST-13;200"
174647;2020-09-30T19:38:17.666+02:00;"SearchAnimal";0-11;"Try";"Tr003_Search";132;yes;"Searchers";"Default zone";"Parrot;200"
174888;2020-09-30T19:38:17.907+02:00;"BrowseForAnimals";0-13;"Try";"Tr004_SelectProductID";276;yes;"Browsers";"Default zone";"K9-BD-01;200"
175450;2020-09-30T19:38:18.469+02:00;"BrowseForAnimals";0-17;"Try";"Tr005_ViewAnimal";150;yes;"Browsers";"Default zone";"EST-13;200"
176012;2020-09-30T19:38:19.031+02:00;"SearchAnimal";0-6;"Try";"Tr002_EnterStore";316;yes;"Searchers";"Default zone";""
177801;2020-09-30T19:38:20.820+02:00;"BrowseForAnimals";0-14;"Try";"Tr003_Browse";73;yes;"Browsers";"Default zone";"Birds;200"
178127;2020-09-30T19:38:21.146+02:00;"BrowseForAnimals";0-17;"Try";"Tr006_BackHome";78;yes;"Browsers";"Default zone";""
178314;2020-09-30T19:38:21.333+02:00;"BrowseForAnimals";0-15;"Try";"Tr001_HomePage";753;yes;"Browsers";"Default zone";""
178345;2020-09-30T19:38:21.364+02:00;"SearchAnimal";0-4;"Try";"Tr006_BackHome";69;yes;"Searchers";"Default zone";""
178709;2020-09-30T19:38:21.728+02:00;"SearchAnimal";0-11;"Try";"Tr004_SelectAnimal";132;yes;"Searchers";"Default zone";"AV-CB-01;200"
179339;2020-09-30T19:38:22.358+02:00;"BrowseForAnimals";0-13;"Try";"Tr005_ViewAnimal";125;yes;"Browsers";"Default zone";"EST-7;200"
180864;2020-09-30T19:38:23.883+02:00;"SearchAnimal";0-6;"Try";"Tr003_Search";141;yes;"Searchers";"Default zone";"Poodle;200"
180879;2020-09-30T19:38:23.898+02:00;"BrowseForAnimals";0-15;"Try";"Tr002_EnterStore";296;yes;"Browsers";"Default zone";""
181199;2020-09-30T19:38:24.218+02:00;"SearchAnimal";0-2;"Try";"Tr001_HomePage";671;yes;"Searchers";"Default zone";""
181236;2020-09-30T19:38:24.255+02:00;"BrowseForAnimals";0-14;"Try";"Tr004_SelectProductID";142;yes;"Browsers";"Default zone";"AV-CB-01;200"
181301;2020-09-30T19:38:24.320+02:00;"SearchAnimal";0-10;"Try";"Tr001_HomePage";722;yes;"Searchers";"Default zone";""
182114;2020-09-30T19:38:25.133+02:00;"SearchAnimal";0-5;"Try";"Tr001_HomePage";590;yes;"Searchers";"Default zone";""
182275;2020-09-30T19:38:25.294+02:00;"SearchAnimal";0-11;"Try";"Tr005_SeeDetails";76;yes;"Searchers";"Default zone";"EST-18;200"
183212;2020-09-30T19:38:26.231+02:00;"BrowseForAnimals";0-13;"Try";"Tr006_BackHome";65;yes;"Browsers";"Default zone";""
184160;2020-09-30T19:38:27.179+02:00;"SearchAnimal";0-2;"Try";"Tr002_EnterStore";313;yes;"Searchers";"Default zone";""
184510;2020-09-30T19:38:27.529+02:00;"SearchAnimal";0-11;"Try";"Tr006_BackHome";70;yes;"Searchers";"Default zone";""
184924;2020-09-30T19:38:27.943+02:00;"SearchAnimal";0-6;"Try";"Tr004_SelectAnimal";155;yes;"Searchers";"Default zone";"K9-PO-02;200"
185817;2020-09-30T19:38:28.836+02:00;"SearchAnimal";0-5;"Try";"Tr002_EnterStore";275;yes;"Searchers";"Default zone";""
186407;2020-09-30T19:38:29.426+02:00;"BrowseForAnimals";0-15;"Try";"Tr003_Browse";239;no;"Browsers";"Default zone";"Snakes;500"
187061;2020-09-30T19:38:30.080+02:00;"BrowseForAnimals";0-15;"Try";"Tr001_HomePage";649;yes;"Browsers";"Default zone";""
187443;2020-09-30T19:38:30.462+02:00;"BrowseForAnimals";0-14;"Try";"Tr005_ViewAnimal";356;yes;"Browsers";"Default zone";"EST-18;200"
187652;2020-09-30T19:38:30.671+02:00;"SearchAnimal";0-10;"Try";"Tr002_EnterStore";517;yes;"Searchers";"Default zone";""
188283;2020-09-30T19:38:31.302+02:00;"SearchAnimal";0-2;"Try";"Tr003_Search";148;yes;"Searchers";"Default zone";"Dalmation;200"
190192;2020-09-30T19:38:33.211+02:00;"BrowseForAnimals";0-12;"Try";"Tr001_HomePage";625;yes;"Browsers";"Default zone";""
190202;2020-09-30T19:38:33.221+02:00;"SearchAnimal";0-5;"Try";"Tr003_Search";191;yes;"Searchers";"Default zone";"Gorilla;200"
190339;2020-09-30T19:38:33.358+02:00;"SearchAnimal";0-6;"Try";"Tr005_SeeDetails";230;yes;"Searchers";"Default zone";"EST-8;200"
190608;2020-09-30T19:38:33.627+02:00;"SearchAnimal";0-2;"Try";"Tr004_SelectAnimal";146;yes;"Searchers";"Default zone";"K9-DL-01;200"
190933;2020-09-30T19:38:33.952+02:00;"SearchAnimal";0-5;"Try";"Tr001_HomePage";723;yes;"Searchers";"Default zone";""
190999;2020-09-30T19:38:34.018+02:00;"BrowseForAnimals";0-15;"Try";"Tr002_EnterStore";322;yes;"Browsers";"Default zone";""
191111;2020-09-30T19:38:34.130+02:00;"SearchAnimal";0-7;"Try";"Tr001_HomePage";590;yes;"Searchers";"Default zone";""
191965;2020-09-30T19:38:34.984+02:00;"BrowseForAnimals";0-14;"Try";"Tr006_BackHome";160;yes;"Browsers";"Default zone";""
193237;2020-09-30T19:38:36.256+02:00;"SearchAnimal";0-10;"Try";"Tr003_Search";311;yes;"Searchers";"Default zone";"Cats;200"
193588;2020-09-30T19:38:36.607+02:00;"SearchAnimal";0-6;"Try";"Tr006_BackHome";63;yes;"Searchers";"Default zone";""
194007;2020-09-30T19:38:37.026+02:00;"SearchAnimal";0-5;"Try";"Tr002_EnterStore";319;yes;"Searchers";"Default zone";""
194133;2020-09-30T19:38:37.152+02:00;"SearchAnimal";0-7;"Try";"Tr002_EnterStore";293;yes;"Searchers";"Default zone";""
194413;2020-09-30T19:38:37.432+02:00;"BrowseForAnimals";0-15;"Try";"Tr003_Browse";71;yes;"Browsers";"Default zone";"Cats;200"
195157;2020-09-30T19:38:38.176+02:00;"SearchAnimal";0-8;"Try";"Tr001_HomePage";638;yes;"Searchers";"Default zone";""
195462;2020-09-30T19:38:38.481+02:00;"SearchAnimal";0-2;"Try";"Tr005_SeeDetails";75;yes;"Searchers";"Default zone";"EST-9;200"
195875;2020-09-30T19:38:38.894+02:00;"BrowseForAnimals";0-12;"Try";"Tr002_EnterStore";623;yes;"Browsers";"Default zone";""
196811;2020-09-30T19:38:39.830+02:00;"SearchAnimal";0-1;"Try";"Tr001_HomePage";574;yes;"Searchers";"Default zone";""
196861;2020-09-30T19:38:39.880+02:00;"BrowseForAnimals";0-15;"Try";"Tr004_SelectProductID";155;yes;"Browsers";"Default zone";"FL-DLH-02;200"
197954;2020-09-30T19:38:40.973+02:00;"SearchAnimal";0-2;"Try";"Tr006_BackHome";76;yes;"Searchers";"Default zone";""
198033;2020-09-30T19:38:41.052+02:00;"SearchAnimal";0-5;"Try";"Tr003_Search";204;yes;"Searchers";"Default zone";"Monkey;200"
198170;2020-09-30T19:38:41.189+02:00;"BrowseForAnimals";0-12;"Try";"Tr003_Browse";65;yes;"Browsers";"Default zone";"Fish;200"
198663;2020-09-30T19:38:41.682+02:00;"SearchAnimal";0-5;"Try";"Tr001_HomePage";624;yes;"Searchers";"Default zone";""
198962;2020-09-30T19:38:41.981+02:00;"SearchAnimal";0-10;"Try";"Tr004_SelectAnimal";162;yes;"Searchers";"Default zone";"FL-DLH-02;200"
199528;2020-09-30T19:38:42.547+02:00;"SearchAnimal";0-1;"Try";"Tr002_EnterStore";315;yes;"Searchers";"Default zone";""
199620;2020-09-30T19:38:42.639+02:00;"SearchAnimal";0-7;"Try";"Tr003_Search";364;yes;"Searchers";"Default zone";"Fish;200"
200729;2020-09-30T19:38:43.748+02:00;"SearchAnimal";0-8;"Try";"Tr002_EnterStore";460;yes;"Searchers";"Default zone";""
201486;2020-09-30T19:38:44.505+02:00;"BrowseForAnimals";0-15;"Try";"Tr005_ViewAnimal";149;yes;"Browsers";"Default zone";"EST-17;200"
202199;2020-09-30T19:38:45.218+02:00;"BrowseForAnimals";0-12;"Try";"Tr004_SelectProductID";129;yes;"Browsers";"Default zone";"FI-FW-01;200"
202735;2020-09-30T19:38:45.754+02:00;"SearchAnimal";0-5;"Try";"Tr002_EnterStore";312;yes;"Searchers";"Default zone";""
202764;2020-09-30T19:38:45.783+02:00;"SearchAnimal";0-0;"Try";"Tr001_HomePage";567;yes;"Searchers";"Default zone";""
202979;2020-09-30T19:38:45.998+02:00;"SearchAnimal";0-10;"Try";"Tr005_SeeDetails";73;yes;"Searchers";"Default zone";"EST-16;200"
203101;2020-09-30T19:38:46.120+02:00;"SearchAnimal";0-9;"Try";"Tr001_HomePage";574;yes;"Searchers";"Default zone";""
203390;2020-09-30T19:38:46.409+02:00;"SearchAnimal";0-8;"Try";"Tr003_Search";139;yes;"Searchers";"Default zone";"Reptiles;200"
204397;2020-09-30T19:38:47.416+02:00;"SearchAnimal";0-7;"Try";"Tr004_SelectAnimal";121;yes;"Searchers";"Default zone";"FI-FW-01;200"
204600;2020-09-30T19:38:47.619+02:00;"BrowseForAnimals";0-15;"Try";"Tr006_BackHome";69;yes;"Browsers";"Default zone";""
205589;2020-09-30T19:38:48.608+02:00;"SearchAnimal";0-0;"Try";"Tr002_EnterStore";291;yes;"Searchers";"Default zone";""
205795;2020-09-30T19:38:48.814+02:00;"SearchAnimal";0-1;"Try";"Tr003_Search";484;yes;"Searchers";"Default zone";"Snake;200"
206216;2020-09-30T19:38:49.235+02:00;"SearchAnimal";0-10;"Try";"Tr006_BackHome";85;yes;"Searchers";"Default zone";""
207680;2020-09-30T19:38:50.699+02:00;"SearchAnimal";0-5;"Try";"Tr003_Search";180;yes;"Searchers";"Default zone";"Dog;200"
208323;2020-09-30T19:38:51.342+02:00;"BrowseForAnimals";0-12;"Try";"Tr005_ViewAnimal";377;yes;"Browsers";"Default zone";"EST-5;200"
208646;2020-09-30T19:38:51.665+02:00;"SearchAnimal";0-9;"Try";"Tr002_EnterStore";534;yes;"Searchers";"Default zone";""
208909;2020-09-30T19:38:51.928+02:00;"SearchAnimal";0-7;"Try";"Tr005_SeeDetails";74;yes;"Searchers";"Default zone";"EST-4;200"
209071;2020-09-30T19:38:52.090+02:00;"SearchAnimal";0-8;"Try";"Tr004_SelectAnimal";162;yes;"Searchers";"Default zone";"RP-LI-02;200"
210105;2020-09-30T19:38:53.124+02:00;"BrowseForAnimals";0-16;"Try";"Tr001_HomePage";545;yes;"Browsers";"Default zone";""
210552;2020-09-30T19:38:53.571+02:00;"SearchAnimal";0-0;"Try";"Tr003_Search";164;yes;"Searchers";"Default zone";"Bird;200"
210562;2020-09-30T19:38:53.581+02:00;"BrowseForAnimals";0-12;"Try";"Tr006_BackHome";60;yes;"Browsers";"Default zone";""
210678;2020-09-30T19:38:53.697+02:00;"SearchAnimal";0-1;"Try";"Tr004_SelectAnimal";138;yes;"Searchers";"Default zone";"RP-SN-01;200"
210779;2020-09-30T19:38:53.798+02:00;"SearchAnimal";0-5;"Try";"Tr004_SelectAnimal";137;yes;"Searchers";"Default zone";"K9-BD-01;200"
211131;2020-09-30T19:38:54.150+02:00;"SearchAnimal";0-4;"Try";"Tr001_HomePage";606;yes;"Searchers";"Default zone";""
212403;2020-09-30T19:38:55.422+02:00;"SearchAnimal";0-9;"Try";"Tr003_Search";163;yes;"Searchers";"Default zone";"Koi;200"
212664;2020-09-30T19:38:55.683+02:00;"BrowseForAnimals";0-16;"Try";"Tr002_EnterStore";316;yes;"Browsers";"Default zone";""
212942;2020-09-30T19:38:55.961+02:00;"SearchAnimal";0-7;"Try";"Tr006_BackHome";66;yes;"Searchers";"Default zone";""
213152;2020-09-30T19:38:56.171+02:00;"SearchAnimal";0-0;"Try";"Tr004_SelectAnimal";132;yes;"Searchers";"Default zone";"AV-CB-01;200"
213716;2020-09-30T19:38:56.735+02:00;"SearchAnimal";0-1;"Try";"Tr005_SeeDetails";75;yes;"Searchers";"Default zone";"EST-11;200"
214935;2020-09-30T19:38:57.954+02:00;"SearchAnimal";0-8;"Try";"Tr005_SeeDetails";285;yes;"Searchers";"Default zone";"EST-13;200"
215302;2020-09-30T19:38:58.321+02:00;"BrowseForAnimals";0-16;"Try";"Tr003_Browse";86;yes;"Browsers";"Default zone";"Dogs;200"
215329;2020-09-30T19:38:58.348+02:00;"SearchAnimal";0-3;"Try";"Tr001_HomePage";803;yes;"Searchers";"Default zone";""
215363;2020-09-30T19:38:58.382+02:00;"BrowseForAnimals";0-13;"Try";"Tr001_HomePage";836;yes;"Browsers";"Default zone";""
216697;2020-09-30T19:38:59.716+02:00;"SearchAnimal";0-1;"Try";"Tr006_BackHome";71;yes;"Searchers";"Default zone";""
216731;2020-09-30T19:38:59.750+02:00;"SearchAnimal";0-5;"Try";"Tr005_SeeDetails";221;yes;"Searchers";"Default zone";"EST-7;200"
217003;2020-09-30T19:39:00.022+02:00;"SearchAnimal";0-0;"Try";"Tr005_SeeDetails";69;yes;"Searchers";"Default zone";"EST-18;200"
217277;2020-09-30T19:39:00.296+02:00;"SearchAnimal";0-9;"Try";"Tr004_SelectAnimal";133;yes;"Searchers";"Default zone";"FI-FW-01;200"
217349;2020-09-30T19:39:00.368+02:00;"SearchAnimal";0-4;"Try";"Tr002_EnterStore";498;yes;"Searchers";"Default zone";""
218904;2020-09-30T19:39:01.923+02:00;"BrowseForAnimals";0-16;"Try";"Tr004_SelectProductID";146;yes;"Browsers";"Default zone";"K9-BD-01;200"
219365;2020-09-30T19:39:02.384+02:00;"SearchAnimal";0-0;"Try";"Tr006_BackHome";91;yes;"Searchers";"Default zone";""
219389;2020-09-30T19:39:02.408+02:00;"SearchAnimal";0-9;"Try";"Tr005_SeeDetails";64;yes;"Searchers";"Default zone";"EST-5;200"
219648;2020-09-30T19:39:02.667+02:00;"SearchAnimal";0-8;"Try";"Tr006_BackHome";63;yes;"Searchers";"Default zone";""
220095;2020-09-30T19:39:03.114+02:00;"BrowseForAnimals";0-13;"Try";"Tr002_EnterStore";306;yes;"Browsers";"Default zone";""
220126;2020-09-30T19:39:03.145+02:00;"SearchAnimal";0-11;"Try";"Tr001_HomePage";602;yes;"Searchers";"Default zone";""
220874;2020-09-30T19:39:03.893+02:00;"SearchAnimal";0-3;"Try";"Tr002_EnterStore";470;yes;"Searchers";"Default zone";""
222032;2020-09-30T19:39:05.051+02:00;"SearchAnimal";0-4;"Try";"Tr003_Search";161;yes;"Searchers";"Default zone";"Goldfish;200"
222647;2020-09-30T19:39:05.666+02:00;"BrowseForAnimals";0-13;"Try";"Tr003_Browse";60;yes;"Browsers";"Default zone";"Reptiles;200"
222715;2020-09-30T19:39:05.734+02:00;"SearchAnimal";0-5;"Try";"Tr006_BackHome";244;yes;"Searchers";"Default zone";""
223229;2020-09-30T19:39:06.248+02:00;"SearchAnimal";0-11;"Try";"Tr002_EnterStore";289;yes;"Searchers";"Default zone";""
223677;2020-09-30T19:39:06.696+02:00;"BrowseForAnimals";0-16;"Try";"Tr005_ViewAnimal";139;yes;"Browsers";"Default zone";"EST-6;200"
223744;2020-09-30T19:39:06.763+02:00;"SearchAnimal";0-3;"Try";"Tr003_Search";159;yes;"Searchers";"Default zone";"Tiger;200"
224888;2020-09-30T19:39:07.907+02:00;"SearchAnimal";0-9;"Try";"Tr006_BackHome";343;yes;"Searchers";"Default zone";""
226167;2020-09-30T19:39:09.186+02:00;"SearchAnimal";0-11;"Try";"Tr003_Search";174;yes;"Searchers";"Default zone";"Shark ;200"
227130;2020-09-30T19:39:10.149+02:00;"BrowseForAnimals";0-17;"Try";"Tr001_HomePage";565;yes;"Browsers";"Default zone";""
227136;2020-09-30T19:39:10.155+02:00;"BrowseForAnimals";0-16;"Try";"Tr006_BackHome";69;yes;"Browsers";"Default zone";""
227269;2020-09-30T19:39:10.288+02:00;"SearchAnimal";0-3;"Try";"Tr004_SelectAnimal";124;yes;"Searchers";"Default zone";"FI-SW-02;200"
227389;2020-09-30T19:39:10.408+02:00;"BrowseForAnimals";0-13;"Try";"Tr004_SelectProductID";126;yes;"Browsers";"Default zone";"RP-LI-02;200"
228099;2020-09-30T19:39:11.118+02:00;"SearchAnimal";0-4;"Try";"Tr004_SelectAnimal";325;yes;"Searchers";"Default zone";"FI-FW-02;200"
228445;2020-09-30T19:39:11.464+02:00;"SearchAnimal";0-11;"Try";"Tr004_SelectAnimal";155;yes;"Searchers";"Default zone";"FI-SW-02;200"
230151;2020-09-30T19:39:13.170+02:00;"SearchAnimal";0-6;"Try";"Tr001_HomePage";627;yes;"Searchers";"Default zone";""
230648;2020-09-30T19:39:13.667+02:00;"SearchAnimal";0-3;"Try";"Tr005_SeeDetails";62;yes;"Searchers";"Default zone";"EST-3;200"
231199;2020-09-30T19:39:14.218+02:00;"BrowseForAnimals";0-14;"Try";"Tr001_HomePage";634;yes;"Browsers";"Default zone";""
232464;2020-09-30T19:39:15.483+02:00;"BrowseForAnimals";0-13;"Try";"Tr005_ViewAnimal";140;yes;"Browsers";"Default zone";"EST-13;200"
232949;2020-09-30T19:39:15.968+02:00;"BrowseForAnimals";0-17;"Try";"Tr002_EnterStore";538;yes;"Browsers";"Default zone";""
233367;2020-09-30T19:39:16.386+02:00;"SearchAnimal";0-4;"Try";"Tr005_SeeDetails";317;yes;"Searchers";"Default zone";"EST-21;200"
234027;2020-09-30T19:39:17.046+02:00;"SearchAnimal";0-3;"Try";"Tr006_BackHome";63;yes;"Searchers";"Default zone";""
234125;2020-09-30T19:39:17.144+02:00;"SearchAnimal";0-2;"Try";"Tr001_HomePage";594;yes;"Searchers";"Default zone";""
234220;2020-09-30T19:39:17.239+02:00;"SearchAnimal";0-11;"Try";"Tr005_SeeDetails";209;yes;"Searchers";"Default zone";"EST-3;200"
234555;2020-09-30T19:39:17.574+02:00;"BrowseForAnimals";0-13;"Try";"Tr006_BackHome";62;yes;"Browsers";"Default zone";""
234793;2020-09-30T19:39:17.812+02:00;"SearchAnimal";0-6;"Try";"Tr002_EnterStore";310;yes;"Searchers";"Default zone";""
235948;2020-09-30T19:39:18.967+02:00;"BrowseForAnimals";0-14;"Try";"Tr002_EnterStore";511;yes;"Browsers";"Default zone";""
236497;2020-09-30T19:39:19.516+02:00;"SearchAnimal";0-2;"Try";"Tr002_EnterStore";304;yes;"Searchers";"Default zone";""
236863;2020-09-30T19:39:19.882+02:00;"SearchAnimal";0-10;"Try";"Tr001_HomePage";1279;yes;"Searchers";"Default zone";""
237478;2020-09-30T19:39:20.497+02:00;"BrowseForAnimals";0-17;"Try";"Tr003_Browse";67;yes;"Browsers";"Default zone";"Birds;200"
238226;2020-09-30T19:39:21.245+02:00;"SearchAnimal";0-11;"Try";"Tr006_BackHome";58;yes;"Searchers";"Default zone";""
239376;2020-09-30T19:39:22.395+02:00;"SearchAnimal";0-4;"Try";"Tr006_BackHome";331;yes;"Searchers";"Default zone";""
239496;2020-09-30T19:39:22.515+02:00;"SearchAnimal";0-6;"Try";"Tr003_Search";148;yes;"Searchers";"Default zone";"Angel;200"
239653;2020-09-30T19:39:22.672+02:00;"SearchAnimal";0-2;"Try";"Tr003_Search";178;yes;"Searchers";"Default zone";"Iguana;200"
241024;2020-09-30T19:39:24.043+02:00;"BrowseForAnimals";0-14;"Try";"Tr003_Browse";212;no;"Browsers";"Default zone";"Snakes;500"
241198;2020-09-30T19:39:24.217+02:00;"SearchAnimal";0-10;"Try";"Tr002_EnterStore";246;yes;"Searchers";"Default zone";""
241650;2020-09-30T19:39:24.669+02:00;"BrowseForAnimals";0-14;"Try";"Tr001_HomePage";623;yes;"Browsers";"Default zone";""
241987;2020-09-30T19:39:25.006+02:00;"SearchAnimal";0-2;"Try";"Tr004_SelectAnimal";134;yes;"Searchers";"Default zone";"RP-LI-02;200"
242950;2020-09-30T19:39:25.969+02:00;"BrowseForAnimals";0-17;"Try";"Tr004_SelectProductID";346;yes;"Browsers";"Default zone";"AV-CB-01;200"
243864;2020-09-30T19:39:26.883+02:00;"SearchAnimal";0-6;"Try";"Tr004_SelectAnimal";147;yes;"Searchers";"Default zone";"FI-SW-01;200"
244989;2020-09-30T19:39:28.008+02:00;"SearchAnimal";0-10;"Try";"Tr003_Search";186;yes;"Searchers";"Default zone";"Parrot;200"
245150;2020-09-30T19:39:28.169+02:00;"SearchAnimal";0-7;"Try";"Tr001_HomePage";627;yes;"Searchers";"Default zone";""
246102;2020-09-30T19:39:29.121+02:00;"SearchAnimal";0-2;"Try";"Tr005_SeeDetails";72;yes;"Searchers";"Default zone";"EST-13;200"
246118;2020-09-30T19:39:29.137+02:00;"BrowseForAnimals";0-15;"Try";"Tr001_HomePage";704;yes;"Browsers";"Default zone";""
246242;2020-09-30T19:39:29.261+02:00;"BrowseForAnimals";0-12;"Try";"Tr001_HomePage";672;yes;"Browsers";"Default zone";""
246660;2020-09-30T19:39:29.679+02:00;"BrowseForAnimals";0-14;"Try";"Tr002_EnterStore";487;yes;"Browsers";"Default zone";""
248340;2020-09-30T19:39:31.359+02:00;"SearchAnimal";0-6;"Try";"Tr005_SeeDetails";74;yes;"Searchers";"Default zone";"EST-2;200"
248395;2020-09-30T19:39:31.414+02:00;"SearchAnimal";0-10;"Try";"Tr004_SelectAnimal";126;yes;"Searchers";"Default zone";"AV-CB-01;200"
248524;2020-09-30T19:39:31.543+02:00;"SearchAnimal";0-2;"Try";"Tr006_BackHome";72;yes;"Searchers";"Default zone";""
248782;2020-09-30T19:39:31.801+02:00;"BrowseForAnimals";0-17;"Try";"Tr005_ViewAnimal";371;yes;"Browsers";"Default zone";"EST-18;200"
