Elapsed;Time;User Path;Virtual User ID;Parent;Element;Response time;Success;Population;Zone;CustumValue
20249;2020-09-30T20:06:59.226+02:00;"SearchAnimal";0-0;"Try";"Tr004_SelectAnimal";318;yes;"Searchers";"Default zone";"FL-DLH-02;200"
20806;2020-09-30T20:06:59.783+02:00;"BrowseForAnimals";0-12;"Try";"Tr003_Browse";62;yes;"Browsers";"Default zone";"Cats;200"
20872;2020-09-30T20:06:59.849+02:00;"BrowseForAnimals";0-13;"Try";"Tr001_HomePage";559;yes;"Browsers";"Default zone";""
20897;2020-09-30T20:06:59.874+02:00;"SearchAnimal";0-1;"Try";"Tr003_Search";140;yes;"Searchers";"Default zone";"Monkey;200"
20953;2020-09-30T20:06:59.930+02:00;"SearchAnimal";0-2;"Try";"Tr001_HomePage";654;yes;"Searchers";"Default zone";""
21756;2020-09-30T20:07:00.733+02:00;"SearchAnimal";0-1;"Try";"Tr001_HomePage";846;yes;"Searchers";"Default zone";""
23346;2020-09-30T20:07:02.323+02:00;"BrowseForAnimals";0-12;"Try";"Tr004_SelectProductID";132;yes;"Browsers";"Default zone";"FL-DLH-02;200"
24162;2020-09-30T20:07:03.139+02:00;"SearchAnimal";0-1;"Try";"Tr002_EnterStore";280;yes;"Searchers";"Default zone";""
24319;2020-09-30T20:07:03.296+02:00;"SearchAnimal";0-0;"Try";"Tr005_SeeDetails";77;yes;"Searchers";"Default zone";"EST-17;200"
24341;2020-09-30T20:07:03.318+02:00;"SearchAnimal";0-2;"Try";"Tr002_EnterStore";285;yes;"Searchers";"Default zone";""
26606;2020-09-30T20:07:05.583+02:00;"BrowseForAnimals";0-12;"Try";"Tr005_ViewAnimal";136;yes;"Browsers";"Default zone";"EST-17;200"
27159;2020-09-30T20:07:06.136+02:00;"BrowseForAnimals";0-13;"Try";"Tr002_EnterStore";648;yes;"Browsers";"Default zone";""
27798;2020-09-30T20:07:06.775+02:00;"SearchAnimal";0-2;"Try";"Tr003_Search";176;yes;"Searchers";"Default zone";"Fish;200"
28138;2020-09-30T20:07:07.115+02:00;"SearchAnimal";0-0;"Try";"Tr006_BackHome";72;yes;"Searchers";"Default zone";""
28999;2020-09-30T20:07:07.976+02:00;"SearchAnimal";0-1;"Try";"Tr003_Search";157;yes;"Searchers";"Default zone";"Reptiles;200"
30219;2020-09-30T20:07:09.196+02:00;"SearchAnimal";0-2;"Try";"Tr004_SelectAnimal";152;yes;"Searchers";"Default zone";"FI-FW-01;200"
30797;2020-09-30T20:07:09.774+02:00;"SearchAnimal";0-3;"Try";"Tr001_HomePage";497;yes;"Searchers";"Default zone";""
31973;2020-09-30T20:07:10.950+02:00;"BrowseForAnimals";0-13;"Try";"Tr003_Browse";70;yes;"Browsers";"Default zone";"Fish;200"
32193;2020-09-30T20:07:11.170+02:00;"BrowseForAnimals";0-12;"Try";"Tr006_BackHome";244;yes;"Browsers";"Default zone";""
32639;2020-09-30T20:07:11.616+02:00;"SearchAnimal";0-1;"Try";"Tr004_SelectAnimal";123;yes;"Searchers";"Default zone";"RP-LI-02;200"
32790;2020-09-30T20:07:11.767+02:00;"SearchAnimal";0-2;"Try";"Tr005_SeeDetails";71;yes;"Searchers";"Default zone";"EST-5;200"
33635;2020-09-30T20:07:12.612+02:00;"SearchAnimal";0-3;"Try";"Tr002_EnterStore";271;yes;"Searchers";"Default zone";""
36993;2020-09-30T20:07:15.970+02:00;"BrowseForAnimals";0-13;"Try";"Tr004_SelectProductID";133;yes;"Browsers";"Default zone";"FI-FW-01;200"
37355;2020-09-30T20:07:16.332+02:00;"SearchAnimal";0-3;"Try";"Tr003_Search";139;yes;"Searchers";"Default zone";"Snake;200"
37579;2020-09-30T20:07:16.556+02:00;"SearchAnimal";0-2;"Try";"Tr006_BackHome";73;yes;"Searchers";"Default zone";""
37646;2020-09-30T20:07:16.623+02:00;"SearchAnimal";0-1;"Try";"Tr005_SeeDetails";62;yes;"Searchers";"Default zone";"EST-13;200"
40866;2020-09-30T20:07:19.843+02:00;"SearchAnimal";0-4;"Try";"Tr001_HomePage";567;yes;"Searchers";"Default zone";""
40905;2020-09-30T20:07:19.882+02:00;"BrowseForAnimals";0-14;"Try";"Tr001_HomePage";594;yes;"Browsers";"Default zone";""
41325;2020-09-30T20:07:20.302+02:00;"SearchAnimal";0-3;"Try";"Tr004_SelectAnimal";146;yes;"Searchers";"Default zone";"RP-SN-01;200"
42915;2020-09-30T20:07:21.892+02:00;"BrowseForAnimals";0-13;"Try";"Tr005_ViewAnimal";329;yes;"Browsers";"Default zone";"EST-5;200"
43320;2020-09-30T20:07:22.297+02:00;"SearchAnimal";0-1;"Try";"Tr006_BackHome";289;yes;"Searchers";"Default zone";""
45441;2020-09-30T20:07:24.418+02:00;"SearchAnimal";0-4;"Try";"Tr002_EnterStore";305;yes;"Searchers";"Default zone";""
46768;2020-09-30T20:07:25.745+02:00;"SearchAnimal";0-3;"Try";"Tr005_SeeDetails";244;yes;"Searchers";"Default zone";"EST-12;200"
46909;2020-09-30T20:07:25.886+02:00;"BrowseForAnimals";0-14;"Try";"Tr002_EnterStore";519;yes;"Browsers";"Default zone";""
48615;2020-09-30T20:07:27.592+02:00;"BrowseForAnimals";0-13;"Try";"Tr006_BackHome";237;yes;"Browsers";"Default zone";""
49922;2020-09-30T20:07:28.899+02:00;"SearchAnimal";0-3;"Try";"Tr006_BackHome";60;yes;"Searchers";"Default zone";""
50162;2020-09-30T20:07:29.139+02:00;"SearchAnimal";0-4;"Try";"Tr003_Search";121;yes;"Searchers";"Default zone";"Dog;200"
50981;2020-09-30T20:07:29.958+02:00;"SearchAnimal";0-5;"Try";"Tr001_HomePage";685;yes;"Searchers";"Default zone";""
51619;2020-09-30T20:07:30.596+02:00;"BrowseForAnimals";0-14;"Try";"Tr003_Browse";71;yes;"Browsers";"Default zone";"Dogs;200"
53727;2020-09-30T20:07:32.704+02:00;"SearchAnimal";0-4;"Try";"Tr004_SelectAnimal";127;yes;"Searchers";"Default zone";"K9-BD-01;200"
54998;2020-09-30T20:07:33.975+02:00;"SearchAnimal";0-5;"Try";"Tr002_EnterStore";285;yes;"Searchers";"Default zone";""
56309;2020-09-30T20:07:35.286+02:00;"SearchAnimal";0-4;"Try";"Tr005_SeeDetails";154;yes;"Searchers";"Default zone";"EST-7;200"
56395;2020-09-30T20:07:35.372+02:00;"BrowseForAnimals";0-14;"Try";"Tr004_SelectProductID";283;yes;"Browsers";"Default zone";"K9-BD-01;200"
57508;2020-09-30T20:07:36.485+02:00;"SearchAnimal";0-5;"Try";"Tr003_Search";173;yes;"Searchers";"Default zone";"Bird;200"
59704;2020-09-30T20:07:38.681+02:00;"SearchAnimal";0-4;"Try";"Tr006_BackHome";60;yes;"Searchers";"Default zone";""
60919;2020-09-30T20:07:39.896+02:00;"BrowseForAnimals";0-15;"Try";"Tr001_HomePage";606;yes;"Browsers";"Default zone";""
60935;2020-09-30T20:07:39.912+02:00;"SearchAnimal";0-6;"Try";"Tr001_HomePage";638;yes;"Searchers";"Default zone";""
61914;2020-09-30T20:07:40.891+02:00;"BrowseForAnimals";0-14;"Try";"Tr005_ViewAnimal";372;yes;"Browsers";"Default zone";"EST-7;200"
63295;2020-09-30T20:07:42.272+02:00;"SearchAnimal";0-5;"Try";"Tr004_SelectAnimal";320;yes;"Searchers";"Default zone";"AV-CB-01;200"
65715;2020-09-30T20:07:44.692+02:00;"SearchAnimal";0-6;"Try";"Tr002_EnterStore";288;yes;"Searchers";"Default zone";""
66732;2020-09-30T20:07:45.709+02:00;"BrowseForAnimals";0-15;"Try";"Tr002_EnterStore";476;yes;"Browsers";"Default zone";""
67861;2020-09-30T20:07:46.838+02:00;"BrowseForAnimals";0-14;"Try";"Tr006_BackHome";355;yes;"Browsers";"Default zone";""
69394;2020-09-30T20:07:48.371+02:00;"SearchAnimal";0-5;"Try";"Tr005_SeeDetails";294;yes;"Searchers";"Default zone";"EST-18;200"
70451;2020-09-30T20:07:49.428+02:00;"SearchAnimal";0-6;"Try";"Tr003_Search";152;yes;"Searchers";"Default zone";"Koi;200"
70786;2020-09-30T20:07:49.763+02:00;"BrowseForAnimals";0-15;"Try";"Tr003_Browse";73;yes;"Browsers";"Default zone";"Reptiles;200"
70925;2020-09-30T20:07:49.902+02:00;"SearchAnimal";0-7;"Try";"Tr001_HomePage";622;yes;"Searchers";"Default zone";""
71278;2020-09-30T20:07:50.255+02:00;"SearchAnimal";0-0;"Try";"Tr001_HomePage";613;yes;"Searchers";"Default zone";""
72381;2020-09-30T20:07:51.358+02:00;"SearchAnimal";0-5;"Try";"Tr006_BackHome";68;yes;"Searchers";"Default zone";""
74396;2020-09-30T20:07:53.373+02:00;"SearchAnimal";0-6;"Try";"Tr004_SelectAnimal";137;yes;"Searchers";"Default zone";"FI-FW-01;200"
74552;2020-09-30T20:07:53.529+02:00;"SearchAnimal";0-7;"Try";"Tr002_EnterStore";303;yes;"Searchers";"Default zone";""
75142;2020-09-30T20:07:54.119+02:00;"SearchAnimal";0-0;"Try";"Tr002_EnterStore";308;yes;"Searchers";"Default zone";""
75816;2020-09-30T20:07:54.793+02:00;"BrowseForAnimals";0-12;"Try";"Tr001_HomePage";590;yes;"Browsers";"Default zone";""
76952;2020-09-30T20:07:55.929+02:00;"BrowseForAnimals";0-15;"Try";"Tr004_SelectProductID";262;yes;"Browsers";"Default zone";"RP-LI-02;200"
77944;2020-09-30T20:07:56.921+02:00;"SearchAnimal";0-6;"Try";"Tr005_SeeDetails";68;yes;"Searchers";"Default zone";"EST-5;200"
78104;2020-09-30T20:07:57.081+02:00;"SearchAnimal";0-7;"Try";"Tr003_Search";182;yes;"Searchers";"Default zone";"Goldfish;200"
79513;2020-09-30T20:07:58.490+02:00;"SearchAnimal";0-1;"Try";"Tr001_HomePage";607;yes;"Searchers";"Default zone";""
79826;2020-09-30T20:07:58.803+02:00;"SearchAnimal";0-2;"Try";"Tr001_HomePage";523;yes;"Searchers";"Default zone";""
80920;2020-09-30T20:07:59.897+02:00;"SearchAnimal";0-6;"Try";"Tr006_BackHome";215;yes;"Searchers";"Default zone";""
81024;2020-09-30T20:08:00.001+02:00;"BrowseForAnimals";0-15;"Try";"Tr005_ViewAnimal";326;yes;"Browsers";"Default zone";"EST-13;200"
81140;2020-09-30T20:08:00.117+02:00;"SearchAnimal";0-8;"Try";"Tr001_HomePage";843;yes;"Searchers";"Default zone";""
81271;2020-09-30T20:08:00.248+02:00;"SearchAnimal";0-0;"Try";"Tr003_Search";552;yes;"Searchers";"Default zone";"Tiger;200"
81826;2020-09-30T20:08:00.803+02:00;"BrowseForAnimals";0-16;"Try";"Tr001_HomePage";1512;yes;"Browsers";"Default zone";""
82747;2020-09-30T20:08:01.724+02:00;"SearchAnimal";0-2;"Try";"Tr002_EnterStore";281;yes;"Searchers";"Default zone";""
83828;2020-09-30T20:08:02.805+02:00;"BrowseForAnimals";0-12;"Try";"Tr002_EnterStore";3155;yes;"Browsers";"Default zone";""
83830;2020-09-30T20:08:02.807+02:00;"SearchAnimal";0-8;"Try";"Tr002_EnterStore";308;yes;"Searchers";"Default zone";""
83887;2020-09-30T20:08:02.864+02:00;"SearchAnimal";0-7;"Try";"Tr004_SelectAnimal";430;yes;"Searchers";"Default zone";"FI-FW-02;200"
85112;2020-09-30T20:08:04.089+02:00;"SearchAnimal";0-2;"Try";"Tr003_Search";133;yes;"Searchers";"Default zone";"Shark ;200"
85860;2020-09-30T20:08:04.837+02:00;"SearchAnimal";0-1;"Try";"Tr002_EnterStore";566;yes;"Searchers";"Default zone";""
86100;2020-09-30T20:08:05.077+02:00;"SearchAnimal";0-8;"Try";"Tr003_Search";172;yes;"Searchers";"Default zone";"Angel;200"
86269;2020-09-30T20:08:05.246+02:00;"SearchAnimal";0-0;"Try";"Tr004_SelectAnimal";109;yes;"Searchers";"Default zone";"FI-SW-02;200"
86512;2020-09-30T20:08:05.489+02:00;"BrowseForAnimals";0-15;"Try";"Tr006_BackHome";288;yes;"Browsers";"Default zone";""
86943;2020-09-30T20:08:05.920+02:00;"BrowseForAnimals";0-13;"Try";"Tr001_HomePage";627;yes;"Browsers";"Default zone";""
87993;2020-09-30T20:08:06.970+02:00;"SearchAnimal";0-2;"Try";"Tr004_SelectAnimal";213;yes;"Searchers";"Default zone";"FI-SW-02;200"
88140;2020-09-30T20:08:07.117+02:00;"BrowseForAnimals";0-16;"Try";"Tr002_EnterStore";926;yes;"Browsers";"Default zone";""
89101;2020-09-30T20:08:08.078+02:00;"SearchAnimal";0-8;"Try";"Tr004_SelectAnimal";139;yes;"Searchers";"Default zone";"FI-SW-01;200"
89511;2020-09-30T20:08:08.488+02:00;"BrowseForAnimals";0-13;"Try";"Tr002_EnterStore";304;yes;"Browsers";"Default zone";""
89536;2020-09-30T20:08:08.513+02:00;"SearchAnimal";0-1;"Try";"Tr003_Search";151;yes;"Searchers";"Default zone";"Iguana;200"
89810;2020-09-30T20:08:08.787+02:00;"BrowseForAnimals";0-12;"Try";"Tr003_Browse";252;yes;"Browsers";"Default zone";"Birds;200"
89873;2020-09-30T20:08:08.850+02:00;"SearchAnimal";0-7;"Try";"Tr005_SeeDetails";257;yes;"Searchers";"Default zone";"EST-21;200"
90345;2020-09-30T20:08:09.322+02:00;"SearchAnimal";0-0;"Try";"Tr005_SeeDetails";67;yes;"Searchers";"Default zone";"EST-3;200"
90934;2020-09-30T20:08:09.911+02:00;"SearchAnimal";0-9;"Try";"Tr001_HomePage";637;yes;"Searchers";"Default zone";""
91719;2020-09-30T20:08:10.696+02:00;"SearchAnimal";0-8;"Try";"Tr005_SeeDetails";68;yes;"Searchers";"Default zone";"EST-1;200"
91806;2020-09-30T20:08:10.783+02:00;"BrowseForAnimals";0-13;"Try";"Tr003_Browse";67;no;"Browsers";"Default zone";"Snakes;500"
92133;2020-09-30T20:08:11.110+02:00;"SearchAnimal";0-7;"Try";"Tr006_BackHome";70;yes;"Searchers";"Default zone";""
92397;2020-09-30T20:08:11.374+02:00;"BrowseForAnimals";0-13;"Try";"Tr001_HomePage";585;yes;"Browsers";"Default zone";""
92603;2020-09-30T20:08:11.580+02:00;"BrowseForAnimals";0-16;"Try";"Tr003_Browse";63;yes;"Browsers";"Default zone";"Cats;200"
92859;2020-09-30T20:08:11.836+02:00;"SearchAnimal";0-3;"Try";"Tr001_HomePage";558;yes;"Searchers";"Default zone";""
93195;2020-09-30T20:08:12.172+02:00;"SearchAnimal";0-1;"Try";"Tr004_SelectAnimal";121;yes;"Searchers";"Default zone";"RP-LI-02;200"
93546;2020-09-30T20:08:12.523+02:00;"SearchAnimal";0-2;"Try";"Tr005_SeeDetails";213;yes;"Searchers";"Default zone";"EST-3;200"
93735;2020-09-30T20:08:12.712+02:00;"BrowseForAnimals";0-12;"Try";"Tr004_SelectProductID";144;yes;"Browsers";"Default zone";"AV-CB-01;200"
94271;2020-09-30T20:08:13.248+02:00;"SearchAnimal";0-9;"Try";"Tr002_EnterStore";280;yes;"Searchers";"Default zone";""
94421;2020-09-30T20:08:13.398+02:00;"SearchAnimal";0-0;"Try";"Tr006_BackHome";56;yes;"Searchers";"Default zone";""
95552;2020-09-30T20:08:14.529+02:00;"SearchAnimal";0-8;"Try";"Tr006_BackHome";74;yes;"Searchers";"Default zone";""
95789;2020-09-30T20:08:14.766+02:00;"BrowseForAnimals";0-16;"Try";"Tr004_SelectProductID";122;yes;"Browsers";"Default zone";"FL-DLH-02;200"
96524;2020-09-30T20:08:15.501+02:00;"BrowseForAnimals";0-12;"Try";"Tr005_ViewAnimal";145;yes;"Browsers";"Default zone";"EST-18;200"
97190;2020-09-30T20:08:16.167+02:00;"BrowseForAnimals";0-13;"Try";"Tr002_EnterStore";286;yes;"Browsers";"Default zone";""
98311;2020-09-30T20:08:17.288+02:00;"SearchAnimal";0-9;"Try";"Tr003_Search";159;yes;"Searchers";"Default zone";"Parrot;200"
98444;2020-09-30T20:08:17.421+02:00;"SearchAnimal";0-2;"Try";"Tr006_BackHome";63;yes;"Searchers";"Default zone";""
98826;2020-09-30T20:08:17.803+02:00;"SearchAnimal";0-3;"Try";"Tr002_EnterStore";780;yes;"Searchers";"Default zone";""
99387;2020-09-30T20:08:18.364+02:00;"SearchAnimal";0-1;"Try";"Tr005_SeeDetails";225;yes;"Searchers";"Default zone";"EST-13;200"
99592;2020-09-30T20:08:18.569+02:00;"BrowseForAnimals";0-16;"Try";"Tr005_ViewAnimal";120;yes;"Browsers";"Default zone";"EST-16;200"
99833;2020-09-30T20:08:18.810+02:00;"BrowseForAnimals";0-14;"Try";"Tr001_HomePage";520;yes;"Browsers";"Default zone";""
100318;2020-09-30T20:08:19.295+02:00;"BrowseForAnimals";0-13;"Try";"Tr003_Browse";71;yes;"Browsers";"Default zone";"Fish;200"
100815;2020-09-30T20:08:19.792+02:00;"SearchAnimal";0-10;"Try";"Tr001_HomePage";519;yes;"Searchers";"Default zone";""
101438;2020-09-30T20:08:20.415+02:00;"BrowseForAnimals";0-12;"Try";"Tr006_BackHome";71;yes;"Browsers";"Default zone";""
101853;2020-09-30T20:08:20.830+02:00;"BrowseForAnimals";0-17;"Try";"Tr001_HomePage";1540;yes;"Browsers";"Default zone";""
102137;2020-09-30T20:08:21.114+02:00;"SearchAnimal";0-3;"Try";"Tr003_Search";222;yes;"Searchers";"Default zone";"Poodle;200"
102643;2020-09-30T20:08:21.620+02:00;"SearchAnimal";0-9;"Try";"Tr004_SelectAnimal";130;yes;"Searchers";"Default zone";"AV-CB-01;200"
102817;2020-09-30T20:08:21.794+02:00;"BrowseForAnimals";0-16;"Try";"Tr006_BackHome";58;yes;"Browsers";"Default zone";""
102854;2020-09-30T20:08:21.831+02:00;"SearchAnimal";0-5;"Try";"Tr001_HomePage";552;yes;"Searchers";"Default zone";""
103363;2020-09-30T20:08:22.340+02:00;"SearchAnimal";0-10;"Try";"Tr002_EnterStore";279;yes;"Searchers";"Default zone";""
104266;2020-09-30T20:08:23.243+02:00;"SearchAnimal";0-1;"Try";"Tr006_BackHome";59;yes;"Searchers";"Default zone";""
105100;2020-09-30T20:08:24.077+02:00;"SearchAnimal";0-9;"Try";"Tr005_SeeDetails";74;yes;"Searchers";"Default zone";"EST-18;200"
105648;2020-09-30T20:08:24.625+02:00;"SearchAnimal";0-5;"Try";"Tr002_EnterStore";291;yes;"Searchers";"Default zone";""
105906;2020-09-30T20:08:24.883+02:00;"SearchAnimal";0-4;"Try";"Tr001_HomePage";607;yes;"Searchers";"Default zone";""
105950;2020-09-30T20:08:24.927+02:00;"BrowseForAnimals";0-13;"Try";"Tr004_SelectProductID";309;yes;"Browsers";"Default zone";"FI-FW-01;200"
106181;2020-09-30T20:08:25.158+02:00;"BrowseForAnimals";0-14;"Try";"Tr002_EnterStore";646;yes;"Browsers";"Default zone";""
106213;2020-09-30T20:08:25.190+02:00;"SearchAnimal";0-3;"Try";"Tr004_SelectAnimal";119;yes;"Searchers";"Default zone";"K9-PO-02;200"
108087;2020-09-30T20:08:27.064+02:00;"BrowseForAnimals";0-17;"Try";"Tr002_EnterStore";606;yes;"Browsers";"Default zone";""
108954;2020-09-30T20:08:27.931+02:00;"BrowseForAnimals";0-14;"Try";"Tr003_Browse";69;yes;"Browsers";"Default zone";"Dogs;200"
109069;2020-09-30T20:08:28.046+02:00;"SearchAnimal";0-10;"Try";"Tr003_Search";386;yes;"Searchers";"Default zone";"Dalmation;200"
110578;2020-09-30T20:08:29.555+02:00;"BrowseForAnimals";0-17;"Try";"Tr003_Browse";62;yes;"Browsers";"Default zone";"Reptiles;200"
110819;2020-09-30T20:08:29.796+02:00;"SearchAnimal";0-11;"Try";"Tr001_HomePage";521;yes;"Searchers";"Default zone";""
111205;2020-09-30T20:08:30.182+02:00;"SearchAnimal";0-9;"Try";"Tr006_BackHome";252;yes;"Searchers";"Default zone";""
111442;2020-09-30T20:08:30.419+02:00;"SearchAnimal";0-10;"Try";"Tr004_SelectAnimal";124;yes;"Searchers";"Default zone";"K9-DL-01;200"
111630;2020-09-30T20:08:30.607+02:00;"SearchAnimal";0-4;"Try";"Tr002_EnterStore";575;yes;"Searchers";"Default zone";""
111820;2020-09-30T20:08:30.797+02:00;"SearchAnimal";0-5;"Try";"Tr003_Search";432;yes;"Searchers";"Default zone";"Gorilla;200"
112118;2020-09-30T20:08:31.095+02:00;"SearchAnimal";0-3;"Try";"Tr005_SeeDetails";269;yes;"Searchers";"Default zone";"EST-8;200"
112237;2020-09-30T20:08:31.214+02:00;"BrowseForAnimals";0-13;"Try";"Tr005_ViewAnimal";322;yes;"Browsers";"Default zone";"EST-4;200"
112734;2020-09-30T20:08:31.711+02:00;"SearchAnimal";0-5;"Try";"Tr001_HomePage";906;yes;"Searchers";"Default zone";""
113315;2020-09-30T20:08:32.292+02:00;"BrowseForAnimals";0-17;"Try";"Tr004_SelectProductID";116;yes;"Browsers";"Default zone";"RP-LI-02;200"
114204;2020-09-30T20:08:33.181+02:00;"SearchAnimal";0-11;"Try";"Tr002_EnterStore";316;yes;"Searchers";"Default zone";""
114299;2020-09-30T20:08:33.276+02:00;"BrowseForAnimals";0-14;"Try";"Tr004_SelectProductID";395;yes;"Browsers";"Default zone";"K9-BD-01;200"
115046;2020-09-30T20:08:34.023+02:00;"SearchAnimal";0-3;"Try";"Tr006_BackHome";62;yes;"Searchers";"Default zone";""
115408;2020-09-30T20:08:34.385+02:00;"SearchAnimal";0-4;"Try";"Tr003_Search";145;yes;"Searchers";"Default zone";"Cats;200"
116677;2020-09-30T20:08:35.654+02:00;"SearchAnimal";0-10;"Try";"Tr005_SeeDetails";95;yes;"Searchers";"Default zone";"EST-10;200"
116843;2020-09-30T20:08:35.820+02:00;"SearchAnimal";0-6;"Try";"Tr001_HomePage";542;yes;"Searchers";"Default zone";""
116914;2020-09-30T20:08:35.891+02:00;"BrowseForAnimals";0-17;"Try";"Tr005_ViewAnimal";169;yes;"Browsers";"Default zone";"EST-13;200"
117117;2020-09-30T20:08:36.094+02:00;"SearchAnimal";0-5;"Try";"Tr002_EnterStore";259;yes;"Searchers";"Default zone";""
117847;2020-09-30T20:08:36.824+02:00;"BrowseForAnimals";0-13;"Try";"Tr006_BackHome";221;yes;"Browsers";"Default zone";""
117929;2020-09-30T20:08:36.906+02:00;"BrowseForAnimals";0-15;"Try";"Tr001_HomePage";614;yes;"Browsers";"Default zone";""
118146;2020-09-30T20:08:37.123+02:00;"SearchAnimal";0-11;"Try";"Tr003_Search";153;yes;"Searchers";"Default zone";"Monkey;200"
118733;2020-09-30T20:08:37.710+02:00;"SearchAnimal";0-11;"Try";"Tr001_HomePage";584;yes;"Searchers";"Default zone";""
119290;2020-09-30T20:08:38.267+02:00;"BrowseForAnimals";0-17;"Try";"Tr006_BackHome";60;yes;"Browsers";"Default zone";""
119316;2020-09-30T20:08:38.293+02:00;"SearchAnimal";0-6;"Try";"Tr002_EnterStore";284;yes;"Searchers";"Default zone";""
119827;2020-09-30T20:08:38.804+02:00;"SearchAnimal";0-10;"Try";"Tr006_BackHome";65;yes;"Searchers";"Default zone";""
120160;2020-09-30T20:08:39.137+02:00;"BrowseForAnimals";0-14;"Try";"Tr005_ViewAnimal";317;yes;"Browsers";"Default zone";"EST-6;200"
120352;2020-09-30T20:08:39.329+02:00;"SearchAnimal";0-4;"Try";"Tr004_SelectAnimal";118;yes;"Searchers";"Default zone";"FL-DLH-02;200"
120424;2020-09-30T20:08:39.401+02:00;"BrowseForAnimals";0-15;"Try";"Tr002_EnterStore";279;yes;"Browsers";"Default zone";""
121684;2020-09-30T20:08:40.661+02:00;"SearchAnimal";0-5;"Try";"Tr003_Search";158;yes;"Searchers";"Default zone";"Fish;200"
122674;2020-09-30T20:08:41.651+02:00;"SearchAnimal";0-6;"Try";"Tr003_Search";154;yes;"Searchers";"Default zone";"Reptiles;200"
122965;2020-09-30T20:08:41.942+02:00;"SearchAnimal";0-7;"Try";"Tr001_HomePage";662;yes;"Searchers";"Default zone";""
123832;2020-09-30T20:08:42.809+02:00;"SearchAnimal";0-11;"Try";"Tr002_EnterStore";386;yes;"Searchers";"Default zone";""
123893;2020-09-30T20:08:42.870+02:00;"SearchAnimal";0-4;"Try";"Tr005_SeeDetails";101;yes;"Searchers";"Default zone";"EST-16;200"
124857;2020-09-30T20:08:43.834+02:00;"BrowseForAnimals";0-14;"Try";"Tr006_BackHome";62;yes;"Browsers";"Default zone";""
125278;2020-09-30T20:08:44.255+02:00;"SearchAnimal";0-0;"Try";"Tr001_HomePage";615;yes;"Searchers";"Default zone";""
125950;2020-09-30T20:08:44.927+02:00;"SearchAnimal";0-7;"Try";"Tr002_EnterStore";285;yes;"Searchers";"Default zone";""
126023;2020-09-30T20:08:45.000+02:00;"SearchAnimal";0-6;"Try";"Tr004_SelectAnimal";129;yes;"Searchers";"Default zone";"RP-LI-02;200"
126039;2020-09-30T20:08:45.016+02:00;"BrowseForAnimals";0-15;"Try";"Tr003_Browse";286;yes;"Browsers";"Default zone";"Birds;200"
126941;2020-09-30T20:08:45.918+02:00;"SearchAnimal";0-4;"Try";"Tr006_BackHome";60;yes;"Searchers";"Default zone";""
127706;2020-09-30T20:08:46.683+02:00;"SearchAnimal";0-5;"Try";"Tr004_SelectAnimal";273;yes;"Searchers";"Default zone";"FI-FW-01;200"
128099;2020-09-30T20:08:47.076+02:00;"SearchAnimal";0-7;"Try";"Tr003_Search";144;yes;"Searchers";"Default zone";"Snake;200"
129328;2020-09-30T20:08:48.305+02:00;"SearchAnimal";0-6;"Try";"Tr005_SeeDetails";67;yes;"Searchers";"Default zone";"EST-13;200"
129866;2020-09-30T20:08:48.843+02:00;"SearchAnimal";0-11;"Try";"Tr003_Search";485;yes;"Searchers";"Default zone";"Dog;200"
