Elapsed;Time;User Path;Virtual User ID;Parent;Element;Response time;Success;Population;Zone;CustumValue
13883;2020-10-06T19:14:19.599+02:00;"SearchAnimal";0-2;"Try";"Tr001_HomePage";214;yes;"Searchers";"Default zone";""
13961;2020-10-06T19:14:19.677+02:00;"SearchAnimal";0-3;"Try";"Tr002_EnterStore";184;yes;"Searchers";"Default zone";""
14045;2020-10-06T19:14:19.761+02:00;"SearchAnimal";0-1;"Try";"Tr004_SelectAnimal";79;yes;"Searchers";"Default zone";"AV-CB-01;200"
15151;2020-10-06T19:14:20.867+02:00;"BrowseForAnimals";0-36;"Try";"Tr003_Browse";39;yes;"Browsers";"Default zone";"Cats;200"
16069;2020-10-06T19:14:21.785+02:00;"BrowseForAnimals";0-37;"Try";"Tr003_Browse";39;yes;"Browsers";"Default zone";"Fish;200"
16551;2020-10-06T19:14:22.267+02:00;"SearchAnimal";0-1;"Try";"Tr005_SeeDetails";41;yes;"Searchers";"Default zone";"EST-18;200"
16591;2020-10-06T19:14:22.307+02:00;"SearchAnimal";0-3;"Try";"Tr003_Search";82;yes;"Searchers";"Default zone";"Poodle;200"
17180;2020-10-06T19:14:22.896+02:00;"SearchAnimal";0-5;"Try";"Tr001_HomePage";219;yes;"Searchers";"Default zone";""
17501;2020-10-06T19:14:23.217+02:00;"SearchAnimal";0-0;"Try";"Tr006_BackHome";42;yes;"Searchers";"Default zone";""
17684;2020-10-06T19:14:23.400+02:00;"SearchAnimal";0-4;"Try";"Tr002_EnterStore";199;yes;"Searchers";"Default zone";""
17712;2020-10-06T19:14:23.428+02:00;"BrowseForAnimals";0-38;"Try";"Tr001_HomePage";247;yes;"Browsers";"Default zone";""
17731;2020-10-06T19:14:23.447+02:00;"SearchAnimal";0-2;"Try";"Tr002_EnterStore";196;yes;"Searchers";"Default zone";""
18394;2020-10-06T19:14:24.110+02:00;"BrowseForAnimals";0-36;"Try";"Tr004_SelectProductID";78;yes;"Browsers";"Default zone";"FL-DLH-02;200"
19012;2020-10-06T19:14:24.728+02:00;"SearchAnimal";0-3;"Try";"Tr004_SelectAnimal";84;yes;"Searchers";"Default zone";"K9-PO-02;200"
19181;2020-10-06T19:14:24.897+02:00;"BrowseForAnimals";0-37;"Try";"Tr004_SelectProductID";82;yes;"Browsers";"Default zone";"FI-FW-01;200"
19488;2020-10-06T19:14:25.204+02:00;"SearchAnimal";0-1;"Try";"Tr006_BackHome";41;yes;"Searchers";"Default zone";""
19907;2020-10-06T19:14:25.623+02:00;"SearchAnimal";0-4;"Try";"Tr003_Search";79;yes;"Searchers";"Default zone";"Dalmation;200"
20377;2020-10-06T19:14:26.093+02:00;"SearchAnimal";0-2;"Try";"Tr003_Search";78;yes;"Searchers";"Default zone";"Gorilla;200"
20378;2020-10-06T19:14:26.094+02:00;"SearchAnimal";0-5;"Try";"Tr002_EnterStore";180;yes;"Searchers";"Default zone";""
20513;2020-10-06T19:14:26.229+02:00;"SearchAnimal";0-6;"Try";"Tr001_HomePage";219;yes;"Searchers";"Default zone";""
20615;2020-10-06T19:14:26.331+02:00;"SearchAnimal";0-2;"Try";"Tr001_HomePage";232;yes;"Searchers";"Default zone";""
20973;2020-10-06T19:14:26.689+02:00;"BrowseForAnimals";0-36;"Try";"Tr005_ViewAnimal";73;yes;"Browsers";"Default zone";"EST-16;200"
21637;2020-10-06T19:14:27.353+02:00;"BrowseForAnimals";0-38;"Try";"Tr002_EnterStore";242;yes;"Browsers";"Default zone";""
21969;2020-10-06T19:14:27.685+02:00;"SearchAnimal";0-3;"Try";"Tr005_SeeDetails";38;yes;"Searchers";"Default zone";"EST-8;200"
22086;2020-10-06T19:14:27.802+02:00;"SearchAnimal";0-4;"Try";"Tr004_SelectAnimal";72;yes;"Searchers";"Default zone";"K9-DL-01;200"
22449;2020-10-06T19:14:28.165+02:00;"BrowseForAnimals";0-37;"Try";"Tr005_ViewAnimal";76;yes;"Browsers";"Default zone";"EST-4;200"
23262;2020-10-06T19:14:28.978+02:00;"SearchAnimal";0-6;"Try";"Tr002_EnterStore";224;yes;"Searchers";"Default zone";""
23818;2020-10-06T19:14:29.534+02:00;"SearchAnimal";0-5;"Try";"Tr003_Search";77;yes;"Searchers";"Default zone";"Pigeon;200"
23837;2020-10-06T19:14:29.553+02:00;"SearchAnimal";0-7;"Try";"Tr001_HomePage";211;yes;"Searchers";"Default zone";""
23906;2020-10-06T19:14:29.622+02:00;"BrowseForAnimals";0-38;"Try";"Tr003_Browse";39;yes;"Browsers";"Default zone";"Dogs;200"
24035;2020-10-06T19:14:29.751+02:00;"SearchAnimal";0-5;"Try";"Tr001_HomePage";215;yes;"Searchers";"Default zone";""
24161;2020-10-06T19:14:29.877+02:00;"BrowseForAnimals";0-36;"Try";"Tr006_BackHome";37;yes;"Browsers";"Default zone";""
24262;2020-10-06T19:14:29.978+02:00;"SearchAnimal";0-3;"Try";"Tr006_BackHome";46;yes;"Searchers";"Default zone";""
24366;2020-10-06T19:14:30.082+02:00;"SearchAnimal";0-2;"Try";"Tr002_EnterStore";225;yes;"Searchers";"Default zone";""
25287;2020-10-06T19:14:31.003+02:00;"SearchAnimal";0-4;"Try";"Tr005_SeeDetails";38;yes;"Searchers";"Default zone";"EST-10;200"
25625;2020-10-06T19:14:31.341+02:00;"BrowseForAnimals";0-37;"Try";"Tr006_BackHome";36;yes;"Browsers";"Default zone";""
26167;2020-10-06T19:14:31.883+02:00;"SearchAnimal";0-6;"Try";"Tr003_Search";85;yes;"Searchers";"Default zone";"Zebra;200"
26315;2020-10-06T19:14:32.031+02:00;"BrowseForAnimals";0-39;"Try";"Tr001_HomePage";279;yes;"Browsers";"Default zone";""
26429;2020-10-06T19:14:32.145+02:00;"SearchAnimal";0-6;"Try";"Tr001_HomePage";255;yes;"Searchers";"Default zone";""
26556;2020-10-06T19:14:32.272+02:00;"BrowseForAnimals";0-38;"Try";"Tr004_SelectProductID";82;yes;"Browsers";"Default zone";"K9-BD-01;200"
26696;2020-10-06T19:14:32.412+02:00;"SearchAnimal";0-2;"Try";"Tr003_Search";79;yes;"Searchers";"Default zone";"Cats;200"
27035;2020-10-06T19:14:32.751+02:00;"SearchAnimal";0-7;"Try";"Tr002_EnterStore";185;yes;"Searchers";"Default zone";""
27327;2020-10-06T19:14:33.043+02:00;"SearchAnimal";0-5;"Try";"Tr002_EnterStore";182;yes;"Searchers";"Default zone";""
27723;2020-10-06T19:14:33.439+02:00;"SearchAnimal";0-8;"Try";"Tr001_HomePage";762;yes;"Searchers";"Default zone";""
28299;2020-10-06T19:14:34.015+02:00;"SearchAnimal";0-4;"Try";"Tr006_BackHome";37;yes;"Searchers";"Default zone";""
29294;2020-10-06T19:14:35.010+02:00;"SearchAnimal";0-7;"Try";"Tr003_Search";84;yes;"Searchers";"Default zone";"Monkey;200"
29477;2020-10-06T19:14:35.193+02:00;"SearchAnimal";0-6;"Try";"Tr002_EnterStore";184;yes;"Searchers";"Default zone";""
29583;2020-10-06T19:14:35.299+02:00;"SearchAnimal";0-7;"Try";"Tr001_HomePage";287;yes;"Searchers";"Default zone";""
29655;2020-10-06T19:14:35.371+02:00;"BrowseForAnimals";0-39;"Try";"Tr002_EnterStore";190;yes;"Browsers";"Default zone";""
30137;2020-10-06T19:14:35.853+02:00;"BrowseForAnimals";0-38;"Try";"Tr005_ViewAnimal";93;yes;"Browsers";"Default zone";"EST-6;200"
30496;2020-10-06T19:14:36.212+02:00;"SearchAnimal";0-9;"Try";"Tr001_HomePage";202;yes;"Searchers";"Default zone";""
30537;2020-10-06T19:14:36.253+02:00;"SearchAnimal";0-2;"Try";"Tr004_SelectAnimal";74;yes;"Searchers";"Default zone";"FL-DLH-02;200"
30867;2020-10-06T19:14:36.583+02:00;"SearchAnimal";0-5;"Try";"Tr003_Search";86;yes;"Searchers";"Default zone";"Tiger;200"
31684;2020-10-06T19:14:37.400+02:00;"SearchAnimal";0-8;"Try";"Tr002_EnterStore";183;yes;"Searchers";"Default zone";""
31758;2020-10-06T19:14:37.474+02:00;"SearchAnimal";0-6;"Try";"Tr003_Search";79;yes;"Searchers";"Default zone";"Fish;200"
32618;2020-10-06T19:14:38.334+02:00;"SearchAnimal";0-2;"Try";"Tr005_SeeDetails";39;yes;"Searchers";"Default zone";"EST-16;200"
32706;2020-10-06T19:14:38.422+02:00;"SearchAnimal";0-7;"Try";"Tr002_EnterStore";168;yes;"Searchers";"Default zone";""
32970;2020-10-06T19:14:38.686+02:00;"SearchAnimal";0-9;"Try";"Tr002_EnterStore";180;yes;"Searchers";"Default zone";""
33384;2020-10-06T19:14:39.100+02:00;"BrowseForAnimals";0-39;"Try";"Tr003_Browse";44;yes;"Browsers";"Default zone";"Reptiles;200"
33757;2020-10-06T19:14:39.473+02:00;"BrowseForAnimals";0-38;"Try";"Tr006_BackHome";36;yes;"Browsers";"Default zone";""
33847;2020-10-06T19:14:39.563+02:00;"SearchAnimal";0-5;"Try";"Tr004_SelectAnimal";83;yes;"Searchers";"Default zone";"FI-SW-02;200"
33884;2020-10-06T19:14:39.600+02:00;"SearchAnimal";0-10;"Try";"Tr001_HomePage";256;yes;"Searchers";"Default zone";""
35037;2020-10-06T19:14:40.753+02:00;"BrowseForAnimals";0-40;"Try";"Tr001_HomePage";430;yes;"Browsers";"Default zone";""
35450;2020-10-06T19:14:41.166+02:00;"SearchAnimal";0-6;"Try";"Tr004_SelectAnimal";174;yes;"Searchers";"Default zone";"FI-FW-01;200"
35878;2020-10-06T19:14:41.594+02:00;"SearchAnimal";0-8;"Try";"Tr003_Search";196;yes;"Searchers";"Default zone";"Reptiles;200"
36027;2020-10-06T19:14:41.743+02:00;"BrowseForAnimals";0-39;"Try";"Tr004_SelectProductID";314;yes;"Browsers";"Default zone";"RP-LI-02;200"
36236;2020-10-06T19:14:41.952+02:00;"SearchAnimal";0-7;"Try";"Tr003_Search";174;yes;"Searchers";"Default zone";"Snake;200"
36643;2020-10-06T19:14:42.359+02:00;"SearchAnimal";0-9;"Try";"Tr003_Search";190;yes;"Searchers";"Default zone";"Dog;200"
36678;2020-10-06T19:14:42.394+02:00;"SearchAnimal";0-2;"Try";"Tr006_BackHome";132;yes;"Searchers";"Default zone";""
37460;2020-10-06T19:14:43.176+02:00;"SearchAnimal";0-11;"Try";"Tr001_HomePage";501;yes;"Searchers";"Default zone";""
37460;2020-10-06T19:14:43.176+02:00;"SearchAnimal";0-10;"Try";"Tr002_EnterStore";374;yes;"Searchers";"Default zone";""
37498;2020-10-06T19:14:43.214+02:00;"SearchAnimal";0-5;"Try";"Tr005_SeeDetails";50;yes;"Searchers";"Default zone";"EST-3;200"
38030;2020-10-06T19:14:43.746+02:00;"SearchAnimal";0-6;"Try";"Tr005_SeeDetails";38;yes;"Searchers";"Default zone";"EST-5;200"
38801;2020-10-06T19:14:44.517+02:00;"BrowseForAnimals";0-40;"Try";"Tr002_EnterStore";186;yes;"Browsers";"Default zone";""
39365;2020-10-06T19:14:45.081+02:00;"SearchAnimal";0-9;"Try";"Tr004_SelectAnimal";73;yes;"Searchers";"Default zone";"K9-BD-01;200"
39412;2020-10-06T19:14:45.128+02:00;"BrowseForAnimals";0-39;"Try";"Tr005_ViewAnimal";77;yes;"Browsers";"Default zone";"EST-13;200"
39573;2020-10-06T19:14:45.289+02:00;"SearchAnimal";0-10;"Try";"Tr003_Search";78;yes;"Searchers";"Default zone";"Lion;200"
39664;2020-10-06T19:14:45.380+02:00;"SearchAnimal";0-8;"Try";"Tr004_SelectAnimal";74;yes;"Searchers";"Default zone";"RP-LI-02;200"
39781;2020-10-06T19:14:45.497+02:00;"SearchAnimal";0-7;"Try";"Tr004_SelectAnimal";72;yes;"Searchers";"Default zone";"RP-SN-01;200"
39842;2020-10-06T19:14:45.558+02:00;"SearchAnimal";0-11;"Try";"Tr002_EnterStore";205;yes;"Searchers";"Default zone";""
39896;2020-10-06T19:14:45.612+02:00;"SearchAnimal";0-10;"Try";"Tr001_HomePage";319;yes;"Searchers";"Default zone";""
40417;2020-10-06T19:14:46.133+02:00;"SearchAnimal";0-5;"Try";"Tr006_BackHome";37;yes;"Searchers";"Default zone";""
40557;2020-10-06T19:14:46.273+02:00;"SearchAnimal";0-12;"Try";"Tr001_HomePage";266;yes;"Searchers";"Default zone";""
40699;2020-10-06T19:14:46.415+02:00;"SearchAnimal";0-6;"Try";"Tr006_BackHome";39;yes;"Searchers";"Default zone";""
42354;2020-10-06T19:14:48.070+02:00;"BrowseForAnimals";0-40;"Try";"Tr003_Browse";38;yes;"Browsers";"Default zone";"Birds;200"
42424;2020-10-06T19:14:48.140+02:00;"SearchAnimal";0-9;"Try";"Tr005_SeeDetails";40;yes;"Searchers";"Default zone";"EST-6;200"
42571;2020-10-06T19:14:48.287+02:00;"SearchAnimal";0-8;"Try";"Tr005_SeeDetails";39;yes;"Searchers";"Default zone";"EST-13;200"
42584;2020-10-06T19:14:48.300+02:00;"BrowseForAnimals";0-39;"Try";"Tr006_BackHome";38;yes;"Browsers";"Default zone";""
42819;2020-10-06T19:14:48.535+02:00;"SearchAnimal";0-7;"Try";"Tr005_SeeDetails";36;yes;"Searchers";"Default zone";"EST-11;200"
43290;2020-10-06T19:14:49.006+02:00;"SearchAnimal";0-11;"Try";"Tr003_Search";81;yes;"Searchers";"Default zone";"Bird;200"
43442;2020-10-06T19:14:49.158+02:00;"BrowseForAnimals";0-41;"Try";"Tr001_HomePage";263;yes;"Browsers";"Default zone";""
43995;2020-10-06T19:14:49.711+02:00;"SearchAnimal";0-13;"Try";"Tr001_HomePage";368;yes;"Searchers";"Default zone";""
43995;2020-10-06T19:14:49.711+02:00;"SearchAnimal";0-12;"Try";"Tr002_EnterStore";270;yes;"Searchers";"Default zone";""
44088;2020-10-06T19:14:49.804+02:00;"SearchAnimal";0-10;"Try";"Tr002_EnterStore";346;yes;"Searchers";"Default zone";""
44957;2020-10-06T19:14:50.673+02:00;"SearchAnimal";0-7;"Try";"Tr006_BackHome";37;yes;"Searchers";"Default zone";""
45112;2020-10-06T19:14:50.828+02:00;"SearchAnimal";0-8;"Try";"Tr006_BackHome";39;yes;"Searchers";"Default zone";""
45558;2020-10-06T19:14:51.274+02:00;"BrowseForAnimals";0-40;"Try";"Tr004_SelectProductID";75;yes;"Browsers";"Default zone";"AV-CB-01;200"
45694;2020-10-06T19:14:51.410+02:00;"SearchAnimal";0-9;"Try";"Tr006_BackHome";36;yes;"Searchers";"Default zone";""
46439;2020-10-06T19:14:52.155+02:00;"SearchAnimal";0-11;"Try";"Tr004_SelectAnimal";82;yes;"Searchers";"Default zone";"AV-CB-01;200"
46738;2020-10-06T19:14:52.454+02:00;"SearchAnimal";0-10;"Try";"Tr003_Search";78;yes;"Searchers";"Default zone";"Koi;200"
46836;2020-10-06T19:14:52.552+02:00;"BrowseForAnimals";0-41;"Try";"Tr002_EnterStore";181;yes;"Browsers";"Default zone";""
46948;2020-10-06T19:14:52.664+02:00;"SearchAnimal";0-12;"Try";"Tr003_Search";77;yes;"Searchers";"Default zone";"Goldfish;200"
47081;2020-10-06T19:14:52.797+02:00;"SearchAnimal";0-13;"Try";"Tr002_EnterStore";175;yes;"Searchers";"Default zone";""
47273;2020-10-06T19:14:52.989+02:00;"SearchAnimal";0-14;"Try";"Tr001_HomePage";314;yes;"Searchers";"Default zone";""
49311;2020-10-06T19:14:55.027+02:00;"BrowseForAnimals";0-40;"Try";"Tr005_ViewAnimal";82;yes;"Browsers";"Default zone";"EST-18;200"
49337;2020-10-06T19:14:55.053+02:00;"SearchAnimal";0-11;"Try";"Tr005_SeeDetails";39;yes;"Searchers";"Default zone";"EST-18;200"
49514;2020-10-06T19:14:55.230+02:00;"SearchAnimal";0-14;"Try";"Tr002_EnterStore";177;yes;"Searchers";"Default zone";""
50115;2020-10-06T19:14:55.831+02:00;"SearchAnimal";0-10;"Try";"Tr004_SelectAnimal";75;yes;"Searchers";"Default zone";"FI-FW-01;200"
50155;2020-10-06T19:14:55.871+02:00;"SearchAnimal";0-13;"Try";"Tr003_Search";75;yes;"Searchers";"Default zone";"Tiger;200"
50352;2020-10-06T19:14:56.068+02:00;"SearchAnimal";0-12;"Try";"Tr004_SelectAnimal";74;yes;"Searchers";"Default zone";"FI-FW-02;200"
50608;2020-10-06T19:14:56.324+02:00;"SearchAnimal";0-15;"Try";"Tr001_HomePage";317;yes;"Searchers";"Default zone";""
50733;2020-10-06T19:14:56.449+02:00;"BrowseForAnimals";0-41;"Try";"Tr003_Browse";39;no;"Browsers";"Default zone";"Snakes;500"
50947;2020-10-06T19:14:56.663+02:00;"BrowseForAnimals";0-41;"Try";"Tr001_HomePage";212;yes;"Browsers";"Default zone";""
51964;2020-10-06T19:14:57.680+02:00;"BrowseForAnimals";0-42;"Try";"Tr001_HomePage";214;yes;"Browsers";"Default zone";""
52748;2020-10-06T19:14:58.464+02:00;"BrowseForAnimals";0-40;"Try";"Tr006_BackHome";39;yes;"Browsers";"Default zone";""
52827;2020-10-06T19:14:58.543+02:00;"SearchAnimal";0-12;"Try";"Tr005_SeeDetails";38;yes;"Searchers";"Default zone";"EST-20;200"
53044;2020-10-06T19:14:58.760+02:00;"SearchAnimal";0-11;"Try";"Tr006_BackHome";35;yes;"Searchers";"Default zone";""
53077;2020-10-06T19:14:58.793+02:00;"SearchAnimal";0-13;"Try";"Tr004_SelectAnimal";76;yes;"Searchers";"Default zone";"FI-SW-02;200"
53158;2020-10-06T19:14:58.874+02:00;"SearchAnimal";0-14;"Try";"Tr003_Search";78;yes;"Searchers";"Default zone";"Orca;200"
53185;2020-10-06T19:14:58.901+02:00;"SearchAnimal";0-15;"Try";"Tr002_EnterStore";192;yes;"Searchers";"Default zone";""
53246;2020-10-06T19:14:58.962+02:00;"SearchAnimal";0-10;"Try";"Tr005_SeeDetails";37;yes;"Searchers";"Default zone";"EST-5;200"
53469;2020-10-06T19:14:59.185+02:00;"SearchAnimal";0-14;"Try";"Tr001_HomePage";308;yes;"Searchers";"Default zone";""
53870;2020-10-06T19:14:59.586+02:00;"SearchAnimal";0-16;"Try";"Tr001_HomePage";246;yes;"Searchers";"Default zone";""
53979;2020-10-06T19:14:59.695+02:00;"BrowseForAnimals";0-41;"Try";"Tr002_EnterStore";187;yes;"Browsers";"Default zone";""
54976;2020-10-06T19:15:00.692+02:00;"SearchAnimal";0-12;"Try";"Tr006_BackHome";39;yes;"Searchers";"Default zone";""
55255;2020-10-06T19:15:00.971+02:00;"BrowseForAnimals";0-42;"Try";"Tr002_EnterStore";243;yes;"Browsers";"Default zone";""
55604;2020-10-06T19:15:01.320+02:00;"SearchAnimal";0-0;"Try";"Tr001_HomePage";212;yes;"Searchers";"Default zone";""
55875;2020-10-06T19:15:01.591+02:00;"SearchAnimal";0-10;"Try";"Tr006_BackHome";87;yes;"Searchers";"Default zone";""
56075;2020-10-06T19:15:01.791+02:00;"SearchAnimal";0-14;"Try";"Tr002_EnterStore";212;yes;"Searchers";"Default zone";""
56189;2020-10-06T19:15:01.905+02:00;"SearchAnimal";0-13;"Try";"Tr005_SeeDetails";71;yes;"Searchers";"Default zone";"EST-3;200"
56252;2020-10-06T19:15:01.968+02:00;"SearchAnimal";0-16;"Try";"Tr002_EnterStore";219;yes;"Searchers";"Default zone";""
56643;2020-10-06T19:15:02.359+02:00;"BrowseForAnimals";0-41;"Try";"Tr003_Browse";45;yes;"Browsers";"Default zone";"Cats;200"
56759;2020-10-06T19:15:02.475+02:00;"SearchAnimal";0-1;"Try";"Tr001_HomePage";1130;yes;"Searchers";"Default zone";""
57242;2020-10-06T19:15:02.958+02:00;"SearchAnimal";0-15;"Try";"Tr003_Search";81;yes;"Searchers";"Default zone";"Shark ;200"
57763;2020-10-06T19:15:03.479+02:00;"BrowseForAnimals";0-42;"Try";"Tr003_Browse";37;yes;"Browsers";"Default zone";"Fish;200"
57894;2020-10-06T19:15:03.610+02:00;"SearchAnimal";0-17;"Try";"Tr001_HomePage";937;yes;"Searchers";"Default zone";""
57989;2020-10-06T19:15:03.705+02:00;"SearchAnimal";0-0;"Try";"Tr002_EnterStore";171;yes;"Searchers";"Default zone";""
58481;2020-10-06T19:15:04.197+02:00;"SearchAnimal";0-14;"Try";"Tr003_Search";80;yes;"Searchers";"Default zone";"Angel;200"
58725;2020-10-06T19:15:04.441+02:00;"BrowseForAnimals";0-41;"Try";"Tr004_SelectProductID";77;yes;"Browsers";"Default zone";"FL-DLH-02;200"
59220;2020-10-06T19:15:04.936+02:00;"SearchAnimal";0-1;"Try";"Tr002_EnterStore";176;yes;"Searchers";"Default zone";""
59408;2020-10-06T19:15:05.124+02:00;"SearchAnimal";0-16;"Try";"Tr003_Search";79;yes;"Searchers";"Default zone";"Bee;200"
59614;2020-10-06T19:15:05.330+02:00;"SearchAnimal";0-16;"Try";"Tr001_HomePage";203;yes;"Searchers";"Default zone";""
60167;2020-10-06T19:15:05.883+02:00;"SearchAnimal";0-13;"Try";"Tr006_BackHome";41;yes;"Searchers";"Default zone";""
60175;2020-10-06T19:15:05.891+02:00;"BrowseForAnimals";0-42;"Try";"Tr004_SelectProductID";74;yes;"Browsers";"Default zone";"FI-FW-01;200"
60523;2020-10-06T19:15:06.239+02:00;"SearchAnimal";0-15;"Try";"Tr004_SelectAnimal";82;yes;"Searchers";"Default zone";"FI-SW-02;200"
60567;2020-10-06T19:15:06.283+02:00;"SearchAnimal";0-18;"Try";"Tr001_HomePage";277;yes;"Searchers";"Default zone";""
60601;2020-10-06T19:15:06.317+02:00;"SearchAnimal";0-0;"Try";"Tr003_Search";78;yes;"Searchers";"Default zone";"Iguana;200"
60651;2020-10-06T19:15:06.367+02:00;"BrowseForAnimals";0-43;"Try";"Tr001_HomePage";330;yes;"Browsers";"Default zone";""
60694;2020-10-06T19:15:06.410+02:00;"SearchAnimal";0-17;"Try";"Tr002_EnterStore";174;yes;"Searchers";"Default zone";""
61147;2020-10-06T19:15:06.863+02:00;"SearchAnimal";0-14;"Try";"Tr004_SelectAnimal";71;yes;"Searchers";"Default zone";"FI-SW-01;200"
61383;2020-10-06T19:15:07.099+02:00;"BrowseForAnimals";0-41;"Try";"Tr005_ViewAnimal";73;yes;"Browsers";"Default zone";"EST-16;200"
61582;2020-10-06T19:15:07.298+02:00;"SearchAnimal";0-1;"Try";"Tr003_Search";84;yes;"Searchers";"Default zone";"Parrot;200"
62129;2020-10-06T19:15:07.845+02:00;"SearchAnimal";0-16;"Try";"Tr002_EnterStore";226;yes;"Searchers";"Default zone";""
62510;2020-10-06T19:15:08.226+02:00;"BrowseForAnimals";0-42;"Try";"Tr005_ViewAnimal";71;yes;"Browsers";"Default zone";"EST-4;200"
62700;2020-10-06T19:15:08.416+02:00;"SearchAnimal";0-15;"Try";"Tr005_SeeDetails";47;yes;"Searchers";"Default zone";"EST-3;200"
62915;2020-10-06T19:15:08.631+02:00;"SearchAnimal";0-0;"Try";"Tr004_SelectAnimal";71;yes;"Searchers";"Default zone";"RP-LI-02;200"
63466;2020-10-06T19:15:09.182+02:00;"BrowseForAnimals";0-41;"Try";"Tr006_BackHome";47;yes;"Browsers";"Default zone";""
63914;2020-10-06T19:15:09.630+02:00;"SearchAnimal";0-19;"Try";"Tr001_HomePage";291;yes;"Searchers";"Default zone";""
63981;2020-10-06T19:15:09.697+02:00;"SearchAnimal";0-17;"Try";"Tr003_Search";80;yes;"Searchers";"Default zone";"Tui;200"
64276;2020-10-06T19:15:09.992+02:00;"SearchAnimal";0-17;"Try";"Tr001_HomePage";292;yes;"Searchers";"Default zone";""
64493;2020-10-06T19:15:10.209+02:00;"SearchAnimal";0-18;"Try";"Tr002_EnterStore";173;yes;"Searchers";"Default zone";""
64494;2020-10-06T19:15:10.210+02:00;"SearchAnimal";0-1;"Try";"Tr004_SelectAnimal";74;yes;"Searchers";"Default zone";"AV-CB-01;200"
64659;2020-10-06T19:15:10.375+02:00;"BrowseForAnimals";0-43;"Try";"Tr002_EnterStore";184;yes;"Browsers";"Default zone";""
64695;2020-10-06T19:15:10.411+02:00;"SearchAnimal";0-14;"Try";"Tr005_SeeDetails";35;yes;"Searchers";"Default zone";"EST-2;200"
65149;2020-10-06T19:15:10.865+02:00;"SearchAnimal";0-0;"Try";"Tr005_SeeDetails";39;yes;"Searchers";"Default zone";"EST-13;200"
65270;2020-10-06T19:15:10.986+02:00;"SearchAnimal";0-16;"Try";"Tr003_Search";76;yes;"Searchers";"Default zone";"Poodle;200"
65742;2020-10-06T19:15:11.458+02:00;"BrowseForAnimals";0-42;"Try";"Tr006_BackHome";39;yes;"Browsers";"Default zone";""
66509;2020-10-06T19:15:12.225+02:00;"SearchAnimal";0-15;"Try";"Tr006_BackHome";52;yes;"Searchers";"Default zone";""
